,j#,name,pos,g,a,p,pim,ts,+/-,sog,ga,svs,game_id,team,matchup,year,gwg,minutes,gp,OGS,DGS,GGS,GS,FP
9871,10,LARSSON Johan,F,0,2,2,0,2,2,0,0,0,14,swe,swe-svk,2012,0,13.846153846153847,1.0,1.4,0.3597305444153398,0.0,1.7597305444153397,2.0
9872,13,SUNDSTROM Johan,F,1,2,3,2,2,3,0,0,0,14,swe,swe-svk,2012,0,13.846153846153847,1.0,2.15,0.4722305444153398,0.0,2.6222305444153395,3.5
9873,14,FRIBERG Max,F,1,0,1,12,1,1,0,0,0,14,swe,swe-svk,2012,1,13.846153846153847,1.0,0.825,0.24723054441533984,0.0,1.0722305444153397,4.5
9874,25,BRODIN Jonas,D,0,1,1,0,2,2,0,0,0,14,swe,swe-svk,2012,0,17.142857142857142,1.0,0.775,0.7836184909332224,0.0,1.5586184909332226,1.0
9875,7,CLAESSON Fredrik,D,0,0,0,0,0,0,0,0,0,14,swe,swe-svk,2012,0,17.142857142857142,1.0,0.0,0.3336184909332224,0.0,0.3336184909332224,0.0
9876,9,KLINGBERG John,D,0,2,2,2,4,2,0,0,0,14,swe,swe-svk,2012,0,17.142857142857142,1.0,1.55,0.7836184909332224,0.0,2.3336184909332225,2.0
9877,17,KARLSSON William,F,0,0,0,0,2,1,0,0,0,14,swe,swe-svk,2012,0,13.846153846153847,1.0,0.15,0.24723054441533984,0.0,0.39723054441533984,0.0
9878,20,ZIBANEJAD Mika,F,1,1,2,0,7,2,0,0,0,14,swe,swe-svk,2012,0,13.846153846153847,1.0,1.9,0.3597305444153398,0.0,2.2597305444153397,2.5
9879,24,RAKELL Rickard,F,1,1,2,0,7,2,0,0,0,14,swe,swe-svk,2012,0,13.846153846153847,1.0,1.9,0.3597305444153398,0.0,2.2597305444153397,2.5
9880,8,GRANBERG Petter,D,0,0,0,2,1,0,0,0,0,14,swe,swe-svk,2012,0,17.142857142857142,1.0,0.075,0.3336184909332224,0.0,0.4086184909332224,0.0
9881,12,NEMETH Patrik,D,0,1,1,0,2,3,0,0,0,14,swe,swe-svk,2012,0,17.142857142857142,1.0,0.775,1.0086184909332223,0.0,1.7836184909332222,1.0
9882,19,NORDSTROM Joakim,F,1,0,1,0,3,3,0,0,0,14,swe,swe-svk,2012,0,13.846153846153847,1.0,0.975,0.4722305444153398,0.0,1.4472305444153397,1.5
9883,23,RENSFELDT Ludvig,F,0,1,1,2,5,2,0,0,0,14,swe,swe-svk,2012,0,13.846153846153847,1.0,1.0,0.3597305444153398,0.0,1.3597305444153398,1.0
9884,28,THORELL Erik,F,2,1,3,0,6,3,0,0,0,14,swe,swe-svk,2012,0,13.846153846153847,1.0,2.575,0.4722305444153398,0.0,3.04723054441534,4.0
9885,5,BACKMAN Mattias,D,0,1,1,0,0,2,0,0,0,14,swe,swe-svk,2012,0,17.142857142857142,1.0,0.625,0.7836184909332224,0.0,1.4086184909332224,1.0
9886,11,BOYCE ROTEVALL Jeremy,F,0,0,0,0,1,0,0,0,0,14,swe,swe-svk,2012,0,13.846153846153847,1.0,0.075,0.13473054441533983,0.0,0.20973054441533984,0.0
9887,15,COLLBERG Sebastian,F,2,1,3,0,4,1,0,0,0,14,swe,swe-svk,2012,0,13.846153846153847,1.0,2.425,0.24723054441533984,0.0,2.67223054441534,4.0
9888,16,FORSBERG Filip,F,0,1,1,0,2,1,0,0,0,14,swe,swe-svk,2012,0,13.846153846153847,1.0,0.775,0.24723054441533984,0.0,1.02223054441534,1.0
9889,18,RASK Victor,F,0,0,0,0,3,0,0,0,0,14,swe,swe-svk,2012,0,13.846153846153847,1.0,0.22499999999999998,0.13473054441533983,0.0,0.3597305444153398,0.0
9890,1,FORSBERG Anton,GK,0,0,0,0,0,0,15,1,14,14,swe,swe-svk,2012,0,60.0,1.0,0.0,0.0,0.6500000000000001,0.6500000000000001,0.0
9891,35,MATTSSON Johan,GK,0,0,0,0,0,0,0,0,0,14,swe,swe-svk,2012,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9892,12,MRAZ Richard,F,0,0,0,0,1,-4,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.075,-0.6790419102167152,0.0,-0.6040419102167153,0.0
9893,13,JURCO Tomas,F,0,1,1,2,2,-2,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.775,-0.4540419102167152,0.0,0.32095808978328483,1.0
9894,21,MARINCIN Martin,D,0,0,0,0,1,-2,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.075,-0.9080838204334304,0.0,-0.8330838204334304,0.0
9895,25,GERNAT Martin,D,0,0,0,0,0,-2,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.0,-0.9080838204334304,0.0,-0.9080838204334304,0.0
9896,26,CHOVAN Matus,F,0,0,0,0,1,-2,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.075,-0.4540419102167152,0.0,-0.3790419102167152,0.0
9897,3,JANOSIK Adam,D,0,0,0,0,1,-3,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.075,-1.1330838204334301,0.0,-1.0580838204334302,0.0
9898,8,TOMAN Michal,F,0,1,1,2,0,0,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.625,-0.22904191021671522,0.0,0.3959580897832848,1.0
9899,14,CERESNAK Peter,D,0,0,0,0,0,-3,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.0,-1.1330838204334301,0.0,-1.1330838204334301,0.0
9900,17,TVRDON Marek,F,1,0,1,0,3,0,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.975,-0.22904191021671522,0.0,0.7459580897832847,1.5
9901,22,BUBELA Milos,F,0,0,0,2,3,-3,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.22499999999999998,-0.5665419102167151,0.0,-0.3415419102167151,0.0
9902,6,TRSKA Peter,D,0,0,0,2,0,0,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.0,-0.45808382043343043,0.0,-0.45808382043343043,0.0
9903,10,HINDOS Matej,F,0,0,0,0,1,-1,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.075,-0.3415419102167152,0.0,-0.2665419102167152,0.0
9904,11,CAJKOVSKY Michal,D,0,0,0,2,1,-1,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.075,-0.6830838204334304,0.0,-0.6080838204334305,0.0
9905,16,BENE Matej,F,0,0,0,0,1,-1,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.075,-0.3415419102167152,0.0,-0.2665419102167152,0.0
9906,27,MATOUSEK Tomas,F,0,0,0,2,0,0,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.0,-0.22904191021671522,0.0,-0.22904191021671522,0.0
9907,5,BEZUSKA Peter,D,0,0,0,2,0,-2,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.0,-0.9080838204334304,0.0,-0.9080838204334304,0.0
9908,7,KURALI Mario,D,0,0,0,0,0,-2,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.0,-0.9080838204334304,0.0,-0.9080838204334304,0.0
9909,19,DOLNIK Vladimir,F,0,0,0,0,0,-2,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.0,-0.4540419102167152,0.0,-0.4540419102167152,0.0
9910,20,DALOGA Martin,F,0,0,0,0,0,-2,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.0,-0.4540419102167152,0.0,-0.4540419102167152,0.0
9911,29,DANO Marko,F,0,0,0,0,0,-3,0,0,0,14,svk,swe-svk,2012,0,15.0,1.0,0.0,-0.5665419102167151,0.0,-0.5665419102167151,0.0
9912,1,SIMBOCH Juraj,GK,0,0,0,0,0,0,0,0,0,14,svk,swe-svk,2012,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9913,30,RIECICKY Dominik,GK,0,0,0,0,0,0,55,9,46,14,svk,swe-svk,2012,0,60.0,1.0,0.0,0.0,-2.1499999999999995,-2.1499999999999995,0.0
9914,4,MAKINEN Konsta,D,0,0,0,0,0,2,0,0,0,15,fin,fin-den,2012,0,24.0,1.0,0.0,0.6170658873065114,0.0,0.6170658873065114,0.0
9915,6,PULKKINEN Teemu,F,4,1,5,2,13,4,0,0,0,15,fin,fin-den,2012,0,13.846153846153847,1.0,4.6,0.4981920828768782,0.0,5.098192082876878,7.0
9916,7,HAKANPAA Jani,D,1,1,2,2,3,1,0,0,0,15,fin,fin-den,2012,1,24.0,1.0,1.6,0.3920658873065113,0.0,1.9920658873065114,5.5
9917,11,GRANLUND Markus,F,0,2,2,0,4,4,0,0,0,15,fin,fin-den,2012,0,13.846153846153847,1.0,1.55,0.4981920828768782,0.0,2.048192082876878,2.0
9918,20,GRANLUND Mikael,F,0,4,4,0,5,4,0,0,0,15,fin,fin-den,2012,0,13.846153846153847,1.0,2.875,0.4981920828768782,0.0,3.373192082876878,4.0
9919,8,HOVINEN Miro,D,0,0,0,2,1,3,0,0,0,15,fin,fin-den,2012,0,24.0,1.0,0.075,0.8420658873065112,0.0,0.9170658873065112,0.0
9920,10,ARMIA Joel,F,1,0,1,2,3,1,0,0,0,15,fin,fin-den,2012,0,13.846153846153847,1.0,0.975,0.16069208287687828,0.0,1.1356920828768782,1.5
9921,12,POKKA Ville,D,1,2,3,2,4,2,0,0,0,15,fin,fin-den,2012,0,24.0,1.0,2.3,0.6170658873065114,0.0,2.917065887306511,3.5
9922,22,SALOMAKI Miikka,F,2,2,4,0,5,1,0,0,0,15,fin,fin-den,2012,0,13.846153846153847,1.0,3.125,0.16069208287687828,0.0,3.2856920828768783,5.0
9923,27,DONSKOI Joonas,F,0,2,2,0,2,1,0,0,0,15,fin,fin-den,2012,0,13.846153846153847,1.0,1.4,0.16069208287687828,0.0,1.5606920828768782,2.0
9924,5,RISTOLAINEN Rasmus,D,0,0,0,0,5,3,0,0,0,15,fin,fin-den,2012,0,24.0,1.0,0.375,0.8420658873065112,0.0,1.2170658873065112,0.0
9925,9,RUUTTU Alexander,F,0,0,0,0,7,0,0,0,0,15,fin,fin-den,2012,0,13.846153846153847,1.0,0.525,0.048192082876878276,0.0,0.5731920828768783,0.0
9926,15,AALTONEN Miro,F,0,0,0,0,1,0,0,0,0,15,fin,fin-den,2012,0,13.846153846153847,1.0,0.075,0.048192082876878276,0.0,0.12319208287687827,0.0
9927,16,BARKOV Aleksander,F,0,0,0,0,1,0,0,0,0,15,fin,fin-den,2012,0,13.846153846153847,1.0,0.075,0.048192082876878276,0.0,0.12319208287687827,0.0
9928,28,KURONEN Mikael,F,1,0,1,0,1,1,0,0,0,15,fin,fin-den,2012,0,13.846153846153847,1.0,0.825,0.16069208287687828,0.0,0.9856920828768783,1.5
9929,13,HANNIKAINEN Markus,F,0,1,1,0,3,1,0,0,0,15,fin,fin-den,2012,0,13.846153846153847,1.0,0.85,0.16069208287687828,0.0,1.0106920828768782,1.0
9930,14,HAMALAINEN Roope,F,0,0,0,0,0,1,0,0,0,15,fin,fin-den,2012,0,13.846153846153847,1.0,0.0,0.16069208287687828,0.0,0.16069208287687828,0.0
9931,29,PAAJANEN Otto,F,0,1,1,0,1,1,0,0,0,15,fin,fin-den,2012,0,13.846153846153847,1.0,0.7,0.16069208287687828,0.0,0.8606920828768783,1.0
9932,30,AITTOKALLIO Sami,GK,0,0,0,0,0,0,0,0,0,15,fin,fin-den,2012,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9933,31,GIBSON Christopher,GK,0,0,0,0,0,0,25,1,24,15,fin,fin-den,2012,0,60.0,1.0,0.0,0.0,1.6500000000000004,1.6500000000000004,0.0
9934,4,MADSEN Patrick,D,0,0,0,0,0,-2,0,0,0,15,den,fin-den,2012,0,20.0,1.0,0.0,-1.1607784272445736,0.0,-1.1607784272445736,0.0
9935,8,SPELLING Thomas,F,0,0,0,0,5,-3,0,0,0,15,den,fin-den,2012,0,20.0,1.0,0.375,-0.6928892136222868,0.0,-0.31788921362228684,0.0
9936,9,KRISTENSEN Emil,D,0,0,0,0,1,-1,0,0,0,15,den,fin-den,2012,0,20.0,1.0,0.075,-0.9357784272445738,0.0,-0.8607784272445739,0.0
9937,11,BJORKSTRAND Patrick,F,1,0,1,2,4,-1,0,0,0,15,den,fin-den,2012,0,20.0,1.0,1.05,-0.4678892136222869,0.0,0.5821107863777131,1.5
9938,12,BJORKSTRAND Oliver,F,0,0,0,0,1,-2,0,0,0,15,den,fin-den,2012,0,20.0,1.0,0.075,-0.5803892136222868,0.0,-0.5053892136222868,0.0
9939,5,HANSEN Tobias,D,0,0,0,0,0,-2,0,0,0,15,den,fin-den,2012,0,20.0,1.0,0.0,-1.1607784272445736,0.0,-1.1607784272445736,0.0
9940,6,RAHBEK Martin,D,0,0,0,0,0,-2,0,0,0,15,den,fin-den,2012,0,20.0,1.0,0.0,-1.1607784272445736,0.0,-1.1607784272445736,0.0
9941,15,MEYER Nicolai,F,0,0,0,0,4,-2,0,0,0,15,den,fin-den,2012,0,20.0,1.0,0.3,-0.5803892136222868,0.0,-0.2803892136222868,0.0
9942,17,JENSEN Nicklas,F,0,0,0,4,7,-2,0,0,0,15,den,fin-den,2012,0,20.0,1.0,0.525,-0.5803892136222868,0.0,-0.05538921362228677,0.0
9943,19,ELLER Mads,F,0,0,0,2,0,-3,0,0,0,15,den,fin-den,2012,0,20.0,1.0,0.0,-0.6928892136222868,0.0,-0.6928892136222868,0.0
9944,3,CHRISTENSEN Jannik,D,0,0,0,2,0,-3,0,0,0,15,den,fin-den,2012,0,20.0,1.0,0.0,-1.3857784272445737,0.0,-1.3857784272445737,0.0
9945,18,SONDERGAARD Thomas,F,0,0,0,0,0,-2,0,0,0,15,den,fin-den,2012,0,20.0,1.0,0.0,-0.5803892136222868,0.0,-0.5803892136222868,0.0
9946,21,LARSEN Mark,D,0,0,0,0,0,-3,0,0,0,15,den,fin-den,2012,0,20.0,1.0,0.0,-1.3857784272445737,0.0,-1.3857784272445737,0.0
9947,22,LINNET Joachim,F,0,0,0,2,1,-1,0,0,0,15,den,fin-den,2012,0,20.0,1.0,0.075,-0.4678892136222869,0.0,-0.3928892136222869,0.0
9948,25,BJERRUM Rasmus,F,0,0,0,0,2,-1,0,0,0,15,den,fin-den,2012,0,20.0,1.0,0.15,-0.4678892136222869,0.0,-0.31788921362228695,0.0
9949,1,JENSEN Dennis,GK,0,0,0,0,0,0,0,0,0,15,den,fin-den,2012,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9950,30,FEUK Sebastian,GK,0,0,0,0,0,0,59,10,49,15,den,fin-den,2012,0,60.0,1.0,0.0,0.0,-2.5999999999999996,-2.5999999999999996,0.0
9951,8,MARTI Christian,D,1,0,1,0,1,0,0,0,0,16,sui,sui-lat,2012,0,17.142857142857142,1.0,0.825,0.16218991950465095,0.0,0.987189919504651,1.5
9952,12,MARTSCHINI Lino,F,0,0,0,0,3,0,0,0,0,16,sui,sui-lat,2012,0,15.0,1.0,0.22499999999999998,0.07095808978328479,0.0,0.29595808978328475,0.0
9953,13,HOFMANN Gregory,F,0,0,0,2,1,0,0,0,0,16,sui,sui-lat,2012,0,15.0,1.0,0.075,0.07095808978328479,0.0,0.14595808978328478,0.0
9954,17,TRUTMANN Dario,D,0,1,1,0,3,0,0,0,0,16,sui,sui-lat,2012,0,17.142857142857142,1.0,0.85,0.16218991950465095,0.0,1.0121899195046509,1.0
9955,24,WALSER Samuel,F,0,1,1,0,4,0,0,0,0,16,sui,sui-lat,2012,0,15.0,1.0,0.925,0.07095808978328479,0.0,0.9959580897832848,1.0
9956,2,HACHLER Cedric,D,0,0,0,0,1,-1,0,0,0,16,sui,sui-lat,2012,0,17.142857142857142,1.0,0.075,-0.06281008049534906,0.0,0.01218991950465094,0.0
9957,14,KUKAN Dean,D,0,0,0,0,2,-1,0,0,0,16,sui,sui-lat,2012,0,17.142857142857142,1.0,0.15,-0.06281008049534906,0.0,0.08718991950465094,0.0
9958,26,VERMIN Joel,F,0,0,0,0,2,0,0,0,0,16,sui,sui-lat,2012,0,15.0,1.0,0.15,0.07095808978328479,0.0,0.2209580897832848,0.0
9959,28,BERTSCHY Christoph,F,2,0,2,2,5,0,0,0,0,16,sui,sui-lat,2012,0,15.0,1.0,1.875,0.07095808978328479,0.0,1.9459580897832849,3.0
9960,29,RICHARD Tanner,F,0,0,0,4,8,0,0,0,0,16,sui,sui-lat,2012,0,15.0,1.0,0.6,0.07095808978328479,0.0,0.6709580897832848,0.0
9961,5,VERMEILLE Mike,D,0,1,1,2,1,1,0,0,0,16,sui,sui-lat,2012,0,17.142857142857142,1.0,0.7,0.387189919504651,0.0,1.087189919504651,1.0
9962,7,SUTTER Dave,D,0,0,0,2,1,1,0,0,0,16,sui,sui-lat,2012,0,17.142857142857142,1.0,0.075,0.387189919504651,0.0,0.462189919504651,0.0
9963,10,BERTAGGIA Alessio,F,0,1,1,0,0,1,0,0,0,16,sui,sui-lat,2012,0,15.0,1.0,0.625,0.1834580897832848,0.0,0.8084580897832848,1.0
9964,11,HAAS Gaetan,F,2,0,2,0,5,1,0,0,0,16,sui,sui-lat,2012,1,15.0,1.0,1.875,0.1834580897832848,0.0,2.0584580897832847,6.0
9965,22,ANDRIGHETTO Sven,F,0,0,0,0,2,1,0,0,0,16,sui,sui-lat,2012,0,15.0,1.0,0.15,0.1834580897832848,0.0,0.3334580897832848,0.0
9966,4,BALTISBERGER Phil,D,0,0,0,0,0,0,0,0,0,16,sui,sui-lat,2012,0,17.142857142857142,1.0,0.0,0.16218991950465095,0.0,0.16218991950465095,0.0
9967,19,AMSTUTZ Reto,F,0,0,0,0,0,-1,0,0,0,16,sui,sui-lat,2012,0,15.0,1.0,0.0,-0.04154191021671522,0.0,-0.04154191021671522,0.0
9968,23,SCHNEUWLY Cedric,F,0,0,0,0,1,-1,0,0,0,16,sui,sui-lat,2012,0,15.0,1.0,0.075,-0.04154191021671522,0.0,0.03345808978328478,0.0
9969,25,SIMION Dario,F,0,0,0,0,1,-1,0,0,0,16,sui,sui-lat,2012,0,15.0,1.0,0.075,-0.04154191021671522,0.0,0.03345808978328478,0.0
9970,1,WOLF Tim,GK,0,0,0,0,0,0,23,3,20,16,sui,sui-lat,2012,0,60.0,1.0,0.0,0.0,-0.25,-0.25,0.0
9971,20,MEILI Lukas,GK,0,0,0,0,0,0,0,0,0,16,sui,sui-lat,2012,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9972,2,NIMANIS Kristaps,D,0,0,0,0,0,-1,0,0,0,16,lat,sui-lat,2012,0,13.333333333333334,1.0,0.0,-0.39885228482971596,0.0,-0.39885228482971596,0.0
9973,7,ZVIRBULIS Pauls,D,0,0,0,0,0,-1,0,0,0,16,lat,sui-lat,2012,0,13.333333333333334,1.0,0.0,-0.39885228482971596,0.0,-0.39885228482971596,0.0
9974,17,STRAUPE Davis,F,0,1,1,0,1,0,0,0,0,16,lat,sui-lat,2012,0,18.0,1.0,0.7,-0.11735029226005826,0.0,0.5826497077399417,1.0
9975,22,GIRGENSONS Zemgus,F,0,0,0,2,4,0,0,0,0,16,lat,sui-lat,2012,0,18.0,1.0,0.3,-0.11735029226005826,0.0,0.1826497077399417,0.0
9976,23,ANDERSONS Toms,F,1,0,1,0,1,0,0,0,0,16,lat,sui-lat,2012,0,18.0,1.0,0.825,-0.11735029226005826,0.0,0.7076497077399417,1.5
9977,3,KOLESNIKOVS Nikita,D,0,0,0,0,0,0,0,0,0,16,lat,sui-lat,2012,0,13.333333333333334,1.0,0.0,-0.17385228482971593,0.0,-0.17385228482971593,0.0
9978,6,SALIJA Arturs,D,0,0,0,0,0,0,0,0,0,16,lat,sui-lat,2012,0,13.333333333333334,1.0,0.0,-0.17385228482971593,0.0,-0.17385228482971593,0.0
9979,12,KUZMENKOVS Arturs,F,0,1,1,0,3,0,0,0,0,16,lat,sui-lat,2012,0,18.0,1.0,0.85,-0.11735029226005826,0.0,0.7326497077399418,1.0
9980,15,ZIEMINS Juris,D,0,0,0,0,1,0,0,0,0,16,lat,sui-lat,2012,0,13.333333333333334,1.0,0.075,-0.17385228482971593,0.0,-0.09885228482971593,0.0
9981,19,KLAVINS Edgars,F,0,0,0,0,0,-1,0,0,0,16,lat,sui-lat,2012,0,18.0,1.0,0.0,-0.22985029226005824,0.0,-0.22985029226005824,0.0
9982,4,SIKSNA Edgars,D,0,1,1,0,1,0,0,0,0,16,lat,sui-lat,2012,0,13.333333333333334,1.0,0.7,-0.17385228482971593,0.0,0.526147715170284,1.0
9983,11,LIPSBERGS Roberts,F,0,0,0,0,0,-1,0,0,0,16,lat,sui-lat,2012,0,18.0,1.0,0.0,-0.22985029226005824,0.0,-0.22985029226005824,0.0
9984,18,LIPSBERGS Kriss,D,0,0,0,0,1,0,0,0,0,16,lat,sui-lat,2012,0,13.333333333333334,1.0,0.075,-0.17385228482971593,0.0,-0.09885228482971593,0.0
9985,21,BLUGERS Teodors,F,0,0,0,0,3,0,0,0,0,16,lat,sui-lat,2012,0,18.0,1.0,0.22499999999999998,-0.11735029226005826,0.0,0.10764970773994172,0.0
9986,10,FREIBERGS Kristers,D,0,0,0,0,0,1,0,0,0,16,lat,sui-lat,2012,0,13.333333333333334,1.0,0.0,0.05114771517028406,0.0,0.05114771517028406,0.0
9987,14,HVOROSTININS Vitalijs,F,1,1,2,0,3,1,0,0,0,16,lat,sui-lat,2012,0,18.0,1.0,1.6,-0.004850292260058266,0.0,1.595149707739942,2.5
9988,16,DILEVKA Maris,F,0,0,0,2,1,0,0,0,0,16,lat,sui-lat,2012,0,18.0,1.0,0.075,-0.11735029226005826,0.0,-0.042350292260058264,0.0
9989,26,KALNINS Krists,D,0,1,1,2,1,1,0,0,0,16,lat,sui-lat,2012,0,13.333333333333334,1.0,0.7,0.05114771517028406,0.0,0.751147715170284,1.0
9990,28,JEVPALOVS Nikita,F,1,1,2,0,3,1,0,0,0,16,lat,sui-lat,2012,0,18.0,1.0,1.6,-0.004850292260058266,0.0,1.595149707739942,2.5
9991,1,CIMERMANIS Rihards,GK,0,0,0,0,0,0,0,0,0,16,lat,sui-lat,2012,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9992,25,GUDLEVSKIS Kristers,GK,0,0,0,0,0,0,41,5,36,16,lat,sui-lat,2012,0,60.0,1.0,0.0,0.0,-0.1499999999999999,-0.1499999999999999,0.0
9993,4,RIHA Jiri,D,0,0,0,0,1,-1,0,0,0,17,cze,cze-fin,2012,0,20.0,1.0,0.075,-0.16077842724457386,0.0,-0.08577842724457387,0.0
9994,12,KREJCI Daniel,D,0,0,0,2,7,-1,0,0,0,17,cze,cze-fin,2012,0,20.0,1.0,0.525,-0.16077842724457386,0.0,0.36422157275542616,0.0
9995,17,HOLIK Petr,F,0,0,0,2,4,-1,0,0,0,17,cze,cze-fin,2012,0,15.0,1.0,0.3,-0.0884169102167152,0.0,0.21158308978328477,0.0
9996,20,JASKIN Dmitrij,F,0,0,0,2,1,-2,0,0,0,17,cze,cze-fin,2012,0,15.0,1.0,0.075,-0.20091691021671518,0.0,-0.1259169102167152,0.0
9997,26,SEKAC Jiri,F,0,0,0,0,1,-1,0,0,0,17,cze,cze-fin,2012,0,15.0,1.0,0.075,-0.0884169102167152,0.0,-0.013416910216715205,0.0
9998,8,MOZIK Vojtech,D,0,0,0,2,1,-1,0,0,0,17,cze,cze-fin,2012,0,20.0,1.0,0.075,-0.16077842724457386,0.0,-0.08577842724457387,0.0
9999,18,NOSEK Tomas,F,0,0,0,0,5,0,0,0,0,17,cze,cze-fin,2012,0,15.0,1.0,0.375,0.024083089783284793,0.0,0.3990830897832848,0.0
10000,22,FILIPPI Tomas,F,0,0,0,2,5,-1,0,0,0,17,cze,cze-fin,2012,0,15.0,1.0,0.375,-0.0884169102167152,0.0,0.2865830897832848,0.0
10001,23,UHER Dominik,F,0,0,0,0,0,-1,0,0,0,17,cze,cze-fin,2012,0,15.0,1.0,0.0,-0.0884169102167152,0.0,-0.0884169102167152,0.0
10002,28,JANK Bohumil,D,0,0,0,0,0,-1,0,0,0,17,cze,cze-fin,2012,0,20.0,1.0,0.0,-0.16077842724457386,0.0,-0.16077842724457386,0.0
10003,7,ZAMORSKY Petr,D,0,0,0,0,0,-1,0,0,0,17,cze,cze-fin,2012,0,20.0,1.0,0.0,-0.16077842724457386,0.0,-0.16077842724457386,0.0
10004,13,HRBAS Marek,D,0,0,0,0,2,-1,0,0,0,17,cze,cze-fin,2012,0,20.0,1.0,0.15,-0.16077842724457386,0.0,-0.010778427244573868,0.0
10005,15,PRIBYL Daniel,F,0,0,0,0,0,0,0,0,0,17,cze,cze-fin,2012,0,15.0,1.0,0.0,0.024083089783284793,0.0,0.024083089783284793,0.0
10006,19,HERTL Tomas,F,0,0,0,0,1,-1,0,0,0,17,cze,cze-fin,2012,0,15.0,1.0,0.075,-0.0884169102167152,0.0,-0.013416910216715205,0.0
10007,21,STRAKA Petr,F,0,0,0,2,1,0,0,0,0,17,cze,cze-fin,2012,0,15.0,1.0,0.075,0.024083089783284793,0.0,0.09908308978328478,0.0
10008,16,FAKSA Radek,F,0,0,0,2,3,-2,0,0,0,17,cze,cze-fin,2012,0,15.0,1.0,0.22499999999999998,-0.20091691021671518,0.0,0.0240830897832848,0.0
10009,27,HYKA Tomas,F,0,0,0,0,3,0,0,0,0,17,cze,cze-fin,2012,0,15.0,1.0,0.22499999999999998,0.024083089783284793,0.0,0.24908308978328478,0.0
10010,29,SEDLAK Lukas,F,0,0,0,0,1,0,0,0,0,17,cze,cze-fin,2012,0,15.0,1.0,0.075,0.024083089783284793,0.0,0.09908308978328478,0.0
10011,1,KASIK Libor,GK,0,0,0,0,0,0,0,0,0,17,cze,cze-fin,2012,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10012,2,MRAZEK Petr,GK,0,0,0,0,0,0,28,4,24,17,cze,cze-fin,2012,0,60.0,1.0,0.0,0.0,-0.5999999999999996,-0.5999999999999996,0.0
10013,4,MAKINEN Konsta,D,0,0,0,0,0,2,0,0,0,17,fin,cze-fin,2012,0,20.0,1.0,0.0,0.31422157275542617,0.0,0.31422157275542617,0.0
10014,6,PULKKINEN Teemu,F,1,1,2,0,4,1,0,0,0,17,fin,cze-fin,2012,0,13.846153846153847,1.0,1.675,0.06549977518457058,0.0,1.7404997751845706,2.5
10015,7,HAKANPAA Jani,D,0,0,0,0,0,1,0,0,0,17,fin,cze-fin,2012,0,20.0,1.0,0.0,0.08922157275542615,0.0,0.08922157275542615,0.0
10016,11,GRANLUND Markus,F,0,1,1,0,5,1,0,0,0,17,fin,cze-fin,2012,0,13.846153846153847,1.0,1.0,0.06549977518457058,0.0,1.0654997751845705,1.0
10017,20,GRANLUND Mikael,F,0,2,2,0,3,1,0,0,0,17,fin,cze-fin,2012,0,13.846153846153847,1.0,1.475,0.06549977518457058,0.0,1.5404997751845706,2.0
10018,8,HOVINEN Miro,D,0,0,0,0,0,1,0,0,0,17,fin,cze-fin,2012,0,20.0,1.0,0.0,0.08922157275542615,0.0,0.08922157275542615,0.0
10019,10,ARMIA Joel,F,0,1,1,0,0,1,0,0,0,17,fin,cze-fin,2012,0,13.846153846153847,1.0,0.625,0.06549977518457058,0.0,0.6904997751845706,1.0
10020,12,POKKA Ville,D,0,0,0,0,2,2,0,0,0,17,fin,cze-fin,2012,0,20.0,1.0,0.15,0.31422157275542617,0.0,0.4642215727554262,0.0
10021,22,SALOMAKI Miikka,F,0,1,1,2,0,1,0,0,0,17,fin,cze-fin,2012,0,13.846153846153847,1.0,0.625,0.06549977518457058,0.0,0.6904997751845706,1.0
10022,27,DONSKOI Joonas,F,1,0,1,0,5,1,0,0,0,17,fin,cze-fin,2012,0,13.846153846153847,1.0,1.125,0.06549977518457058,0.0,1.1904997751845705,1.5
