,j#,name,pos,g,a,p,pim,ts,+/-,sog,ga,svs,game_id,team,matchup,year,gwg,minutes,gp,OGS,DGS,GGS,GS,FP
1407,15,KUDELKA Tomas,D,0,0,0,2,1,1,0,0,0,2,cze,lat-cze,2006,0,17.142857142857142,1.0,0.075,0.45147563379036526,0.0,0.5264756337903652,0.0
1408,19,SINDEL Jakub,F,0,0,0,0,1,1,0,0,0,2,cze,lat-cze,2006,0,15.0,1.0,0.075,0.21158308978328483,0.0,0.28658308978328484,0.0
1409,28,KANA Tomas,F,0,0,0,2,1,1,0,0,0,2,cze,lat-cze,2006,0,15.0,1.0,0.075,0.21158308978328483,0.0,0.28658308978328484,0.0
1410,30,SCHWARZ Marek,GK,0,0,0,0,0,0,20,1,19,2,cze,lat-cze,2006,0,60.0,1.0,0.0,0.0,1.1500000000000001,1.1500000000000001,0.0
1411,1,FIALA Radek,GK,0,0,0,0,0,0,0,0,0,2,cze,lat-cze,2006,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1412,10,EDLER Alexander,D,0,0,0,4,0,0,0,0,0,3,swe,swe-rus,2006,0,17.142857142857142,1.0,0.0,0.03361849093322239,0.0,0.03361849093322239,0.0
1413,11,ANDERSSON Erik,F,0,0,0,0,2,-2,0,0,0,3,swe,swe-rus,2006,0,13.846153846153847,1.0,0.15,-0.21142330173850635,0.0,-0.06142330173850635,0.0
1414,15,ULLMAN Petter,D,0,0,0,0,0,0,0,0,0,3,swe,swe-rus,2006,0,17.142857142857142,1.0,0.0,0.03361849093322239,0.0,0.03361849093322239,0.0
1415,21,RITOLA Mattias,F,0,0,0,0,0,-2,0,0,0,3,swe,swe-rus,2006,0,13.846153846153847,1.0,0.0,-0.21142330173850635,0.0,-0.21142330173850635,0.0
1416,22,PETTERSSON Fredrik,F,0,0,0,2,2,-2,0,0,0,3,swe,swe-rus,2006,0,13.846153846153847,1.0,0.15,-0.21142330173850635,0.0,-0.06142330173850635,0.0
1417,2,ANDERSSON Niklas,D,0,0,0,0,3,-1,0,0,0,3,swe,swe-rus,2006,0,17.142857142857142,1.0,0.22499999999999998,-0.1913815090667776,0.0,0.03361849093322239,0.0
1418,4,HELLSTROM Mattias,F,0,0,0,0,0,-1,0,0,0,3,swe,swe-rus,2006,0,13.846153846153847,1.0,0.0,-0.09892330173850633,0.0,-0.09892330173850633,0.0
1419,7,VIKLUND Tobias,D,0,0,0,0,0,-1,0,0,0,3,swe,swe-rus,2006,0,17.142857142857142,1.0,0.0,-0.1913815090667776,0.0,-0.1913815090667776,0.0
1420,17,SUNDH Oscar,F,0,0,0,2,1,0,0,0,0,3,swe,swe-rus,2006,0,13.846153846153847,1.0,0.075,0.013576698261493658,0.0,0.08857669826149366,0.0
1421,25,SALMONSSON Johannes,F,0,0,0,2,3,-1,0,0,0,3,swe,swe-rus,2006,0,13.846153846153847,1.0,0.22499999999999998,-0.09892330173850633,0.0,0.12607669826149365,0.0
1422,3,KARLSSON Sebastian,F,0,1,1,0,0,0,0,0,0,3,swe,swe-rus,2006,0,13.846153846153847,1.0,0.625,0.013576698261493658,0.0,0.6385766982614937,1.0
1423,6,STRALMAN Anton,D,0,0,0,2,1,-1,0,0,0,3,swe,swe-rus,2006,0,17.142857142857142,1.0,0.075,-0.1913815090667776,0.0,-0.11638150906677759,0.0
1424,8,HEDMAN Oscar,D,0,0,0,0,5,0,0,0,0,3,swe,swe-rus,2006,0,17.142857142857142,1.0,0.375,0.03361849093322239,0.0,0.4086184909332224,0.0
1425,18,BERGFORS Nicklas,F,1,0,1,0,6,0,0,0,0,3,swe,swe-rus,2006,0,13.846153846153847,1.0,1.2,0.013576698261493658,0.0,1.2135766982614937,1.5
1426,19,BACKSTROM Nicklas,F,0,1,1,0,4,-1,0,0,0,3,swe,swe-rus,2006,0,13.846153846153847,1.0,0.925,-0.09892330173850633,0.0,0.8260766982614938,1.0
1427,12,WARGH Tommy,D,0,0,0,2,1,-3,0,0,0,3,swe,swe-rus,2006,0,17.142857142857142,1.0,0.075,-0.6413815090667776,0.0,-0.5663815090667776,0.0
1428,16,AXELSSON Anton,F,0,0,0,0,0,0,0,0,0,3,swe,swe-rus,2006,0,13.846153846153847,1.0,0.0,0.013576698261493658,0.0,0.013576698261493658,0.0
1429,23,GRANSTROM Jonathan,F,0,0,0,0,2,0,0,0,0,3,swe,swe-rus,2006,0,13.846153846153847,1.0,0.15,0.013576698261493658,0.0,0.16357669826149365,0.0
1430,27,LINDQVIST Robin,F,0,0,0,0,1,0,0,0,0,3,swe,swe-rus,2006,0,13.846153846153847,1.0,0.075,0.013576698261493658,0.0,0.08857669826149366,0.0
1431,29,RYNO Johan,F,0,0,0,2,1,0,0,0,0,3,swe,swe-rus,2006,0,13.846153846153847,1.0,0.075,0.013576698261493658,0.0,0.08857669826149366,0.0
1432,1,LARSSON Daniel,GK,0,0,0,0,0,0,29,5,24,3,swe,swe-rus,2006,0,60.0,1.0,0.0,0.0,-1.3499999999999996,-1.3499999999999996,0.0
1433,30,AKERLUND Magnus,GK,0,0,0,0,0,0,0,0,0,3,swe,swe-rus,2006,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1434,2,EMELIN Alexei,D,0,2,2,0,1,2,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,1.325,0.42316617956656954,0.0,1.7481661795665695,2.0
1435,9,ZUBOV Ilia,F,0,0,0,2,0,0,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.0,-0.013416910216715199,0.0,-0.013416910216715199,0.0
1436,14,KULEMIN Nikolai,F,2,0,2,0,3,1,0,0,0,3,rus,swe-rus,2006,1,15.0,1.0,1.725,0.0990830897832848,0.0,1.824083089783285,6.0
1437,17,MALKIN Evgeni,F,1,1,2,0,7,1,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,1.9,0.0990830897832848,0.0,1.9990830897832848,2.5
1438,23,BODROV Denis,D,0,0,0,2,0,1,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.0,0.1981661795665696,0.0,0.1981661795665696,0.0
1439,15,BIRYUKOV Evgeni,D,0,0,0,0,1,2,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.075,0.42316617956656954,0.0,0.49816617956656956,0.0
1440,21,BURAVCHIKOV Vyacheslav,D,0,0,0,0,1,1,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.075,0.1981661795665696,0.0,0.2731661795665696,0.0
1441,24,CHURILOV Gennady,F,0,1,1,4,1,1,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.7,0.0990830897832848,0.0,0.7990830897832848,1.0
1442,28,LEMTYUGOV Nikolai,F,0,0,0,0,2,0,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.15,-0.013416910216715199,0.0,0.1365830897832848,0.0
1443,29,SHIROKOV Sergei,F,1,0,1,2,2,1,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.9,0.0990830897832848,0.0,0.9990830897832849,1.5
1444,6,LYAMIN Kirill,D,0,0,0,0,0,0,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.0,-0.026833820433430397,0.0,-0.026833820433430397,0.0
1445,10,OGORODNIKOV Sergei,F,0,1,1,2,1,1,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.7,0.0990830897832848,0.0,0.7990830897832848,1.0
1446,11,ZUBAREV Andrei,D,0,0,0,0,2,0,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.15,-0.026833820433430397,0.0,0.1231661795665696,0.0
1447,16,VOLOSHENKO Roman,F,1,0,1,0,5,1,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,1.125,0.0990830897832848,0.0,1.2240830897832848,1.5
1448,22,RADULOV Alexander,F,0,1,1,0,2,1,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.775,0.0990830897832848,0.0,0.8740830897832849,1.0
1449,4,NIKITIN Nikita,D,0,0,0,0,0,0,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.0,-0.026833820433430397,0.0,-0.026833820433430397,0.0
1450,7,LISIN Enver,F,0,0,0,0,0,0,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.0,-0.013416910216715199,0.0,-0.013416910216715199,0.0
1451,8,KETOV Evgeni,F,0,0,0,0,0,1,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.0,0.0990830897832848,0.0,0.0990830897832848,0.0
1452,13,AKSENENKO Alexander,D,0,0,0,4,0,0,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.0,-0.026833820433430397,0.0,-0.026833820433430397,0.0
1453,19,YUNKOV Mikhail,F,0,0,0,0,1,0,0,0,0,3,rus,swe-rus,2006,0,15.0,1.0,0.075,-0.013416910216715199,0.0,0.0615830897832848,0.0
1454,30,KHUDOBIN Anton,GK,0,0,0,0,0,0,32,1,31,3,rus,swe-rus,2006,0,60.0,1.0,0.0,0.0,2.35,2.35,0.0
1455,20,VARLAMOV Semen,GK,0,0,0,0,0,0,0,0,0,3,rus,swe-rus,2006,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1456,6,BORGE Henrik,D,0,0,0,0,0,-3,0,0,0,4,nor,nor-usa,2006,0,17.142857142857142,1.0,0.0,-1.2199529376382063,0.0,-1.2199529376382063,0.0
1457,7,FORSBERG Kristian,F,0,0,0,12,1,-3,0,0,0,4,nor,nor-usa,2006,0,13.846153846153847,1.0,0.075,-0.5575771478923526,0.0,-0.48257714789235256,0.0
1458,9,STENSUND Per Ferdinand,F,0,0,0,2,1,0,0,0,0,4,nor,nor-usa,2006,0,13.846153846153847,1.0,0.075,-0.2200771478923525,0.0,-0.1450771478923525,0.0
1459,11,HOLOS Jonas,D,0,0,0,0,2,-3,0,0,0,4,nor,nor-usa,2006,0,17.142857142857142,1.0,0.15,-1.2199529376382063,0.0,-1.0699529376382064,0.0
1460,20,OLIMB Mathis,F,1,0,1,2,5,-3,0,0,0,4,nor,nor-usa,2006,0,13.846153846153847,1.0,1.125,-0.5575771478923526,0.0,0.5674228521076474,1.5
1461,13,ROYMARK Martin,F,0,0,0,0,0,-1,0,0,0,4,nor,nor-usa,2006,0,13.846153846153847,1.0,0.0,-0.3325771478923525,0.0,-0.3325771478923525,0.0
1462,15,HOYGARD Stian,F,0,0,0,2,0,0,0,0,0,4,nor,nor-usa,2006,0,13.846153846153847,1.0,0.0,-0.2200771478923525,0.0,-0.2200771478923525,0.0
1463,17,OSTLI Lars,D,0,0,0,2,1,-2,0,0,0,4,nor,nor-usa,2006,0,17.142857142857142,1.0,0.075,-0.9949529376382062,0.0,-0.9199529376382063,0.0
1464,19,TRYGG Mathias,F,0,1,1,0,3,-1,0,0,0,4,nor,nor-usa,2006,0,13.846153846153847,1.0,0.85,-0.3325771478923525,0.0,0.5174228521076475,1.0
1465,25,BONSAKSEN Alexander,D,0,0,0,6,1,-6,0,0,0,4,nor,nor-usa,2006,0,17.142857142857142,1.0,0.075,-1.8949529376382062,0.0,-1.8199529376382062,0.0
1466,5,NYGARD Jonas,D,0,0,0,0,0,0,0,0,0,4,nor,nor-usa,2006,0,17.142857142857142,1.0,0.0,-0.5449529376382062,0.0,-0.5449529376382062,0.0
1467,10,HAGEN Martin,F,0,1,1,0,0,0,0,0,0,4,nor,nor-usa,2006,0,13.846153846153847,1.0,0.625,-0.2200771478923525,0.0,0.4049228521076475,1.0
1468,22,ROLSTAD Morten,F,0,0,0,4,1,0,0,0,0,4,nor,nor-usa,2006,0,13.846153846153847,1.0,0.075,-0.2200771478923525,0.0,-0.1450771478923525,0.0
1469,24,THINN Fredrik,F,0,0,0,0,0,0,0,0,0,4,nor,nor-usa,2006,0,13.846153846153847,1.0,0.0,-0.2200771478923525,0.0,-0.2200771478923525,0.0
1470,27,SVEUM Dennis,D,1,0,1,6,2,0,0,0,0,4,nor,nor-usa,2006,0,17.142857142857142,1.0,0.9,-0.5449529376382062,0.0,0.35504706236179384,1.5
1471,16,AASEN Mats,F,0,1,1,2,0,-3,0,0,0,4,nor,nor-usa,2006,0,13.846153846153847,1.0,0.625,-0.5575771478923526,0.0,0.06742285210764742,1.0
1472,18,MATHISRUD Marius,F,0,0,0,0,1,-3,0,0,0,4,nor,nor-usa,2006,0,13.846153846153847,1.0,0.075,-0.5575771478923526,0.0,-0.48257714789235256,0.0
1473,21,JENSEN Joakim,F,0,0,0,0,0,-1,0,0,0,4,nor,nor-usa,2006,0,13.846153846153847,1.0,0.0,-0.3325771478923525,0.0,-0.3325771478923525,0.0
1474,23,GRAFSRONNINGEN Eirik,D,0,1,1,4,0,-1,0,0,0,4,nor,nor-usa,2006,0,17.142857142857142,1.0,0.625,-0.7699529376382062,0.0,-0.14495293763820616,1.0
1475,28,ROEST Niklas,F,0,0,0,0,1,-2,0,0,0,4,nor,nor-usa,2006,0,13.846153846153847,1.0,0.075,-0.44507714789235253,0.0,-0.3700771478923525,0.0
1476,1,HAUGEN Lars,GK,0,0,0,0,0,0,24,5,19,4,nor,nor-usa,2006,0,25.71428571428571,1.0,0.0,0.0,-1.8499999999999999,-1.8499999999999999,0.0
1477,30,SMITH Ruben,GK,0,0,0,0,0,0,32,6,26,4,nor,nor-usa,2006,0,34.285714285714285,1.0,0.0,0.0,-1.9,-1.9,0.0
1478,3,JOHNSON Jack,D,0,2,2,0,4,2,0,0,0,4,usa,nor-usa,2006,0,17.142857142857142,1.0,1.55,0.6979042052189366,0.0,2.2479042052189366,2.0
1479,6,JOHNSON Erik,D,1,2,3,4,5,2,0,0,0,4,usa,nor-usa,2006,0,17.142857142857142,1.0,2.375,0.6979042052189366,0.0,3.0729042052189364,3.5
1480,8,KESSEL Phil,F,0,5,5,0,4,4,0,0,0,4,usa,nor-usa,2006,0,13.846153846153847,1.0,3.425,0.5501151597999552,0.0,3.9751151597999552,5.0
1481,11,PORTER Kevin,F,1,3,4,0,3,2,0,0,0,4,usa,nor-usa,2006,0,13.846153846153847,1.0,2.85,0.3251151597999552,0.0,3.1751151597999554,4.5
1482,27,BOURQUE Chris,F,5,0,5,2,9,4,0,0,0,4,usa,nor-usa,2006,0,13.846153846153847,1.0,4.425,0.5501151597999552,0.0,4.975115159799955,7.5
1483,2,CHORNEY Taylor,D,0,0,0,2,2,3,0,0,0,4,usa,nor-usa,2006,0,17.142857142857142,1.0,0.15,0.9229042052189367,0.0,1.0729042052189366,0.0
1484,10,DAVIS Nathan,F,0,0,0,2,1,0,0,0,0,4,usa,nor-usa,2006,0,13.846153846153847,1.0,0.075,0.10011515979995522,0.0,0.17511515979995523,0.0
1485,12,PAUKOVICH Geoff,F,0,0,0,0,0,0,0,0,0,4,usa,nor-usa,2006,0,13.846153846153847,1.0,0.0,0.10011515979995522,0.0,0.10011515979995522,0.0
1486,22,LEE Brian,D,0,0,0,4,3,3,0,0,0,4,usa,nor-usa,2006,0,17.142857142857142,1.0,0.22499999999999998,0.9229042052189367,0.0,1.1479042052189365,0.0
1487,26,FRITSCHE Tom,F,0,1,1,2,2,1,0,0,0,4,usa,nor-usa,2006,0,13.846153846153847,1.0,0.775,0.2126151597999552,0.0,0.9876151597999552,1.0
1488,4,BUTLER Chris,D,0,0,0,0,0,4,0,0,0,4,usa,nor-usa,2006,0,17.142857142857142,1.0,0.0,1.1479042052189368,0.0,1.1479042052189368,0.0
1489,7,OSHIE Tj,F,1,0,1,0,4,1,0,0,0,4,usa,nor-usa,2006,0,13.846153846153847,1.0,1.05,0.2126151597999552,0.0,1.2626151597999553,1.5
1490,15,NISKANEN Matt,D,0,0,0,4,1,0,0,0,0,4,usa,nor-usa,2006,0,17.142857142857142,1.0,0.075,0.2479042052189367,0.0,0.3229042052189367,0.0
1491,20,GERBE Nathan,F,0,0,0,2,1,1,0,0,0,4,usa,nor-usa,2006,0,13.846153846153847,1.0,0.075,0.2126151597999552,0.0,0.2876151597999552,0.0
1492,21,SKILLE Jack,F,1,0,1,0,2,0,0,0,0,4,usa,nor-usa,2006,1,13.846153846153847,1.0,0.9,0.10011515979995522,0.0,1.0001151597999551,4.5
1493,9,RYAN Bobby,F,0,0,0,0,3,1,0,0,0,4,usa,nor-usa,2006,0,13.846153846153847,1.0,0.22499999999999998,0.2126151597999552,0.0,0.4376151597999552,0.0
1494,16,WHEELER Blake,F,0,0,0,0,1,0,0,0,0,4,usa,nor-usa,2006,0,13.846153846153847,1.0,0.075,0.10011515979995522,0.0,0.17511515979995523,0.0
1495,17,SCHREMP Robbie,F,1,1,2,0,8,2,0,0,0,4,usa,nor-usa,2006,0,13.846153846153847,1.0,1.975,0.3251151597999552,0.0,2.3001151597999554,2.5
1496,23,MITERA Mark,D,0,0,0,2,1,0,0,0,0,4,usa,nor-usa,2006,0,17.142857142857142,1.0,0.075,0.2479042052189367,0.0,0.3229042052189367,0.0
1497,24,MUELLER Peter,F,1,2,3,10,2,2,0,0,0,4,usa,nor-usa,2006,0,13.846153846153847,1.0,2.15,0.3251151597999552,0.0,2.4751151597999552,3.5
1498,1,SCHNEIDER Cory,GK,0,0,0,0,0,0,19,2,17,4,usa,nor-usa,2006,0,60.0,1.0,0.0,0.0,0.20000000000000018,0.20000000000000018,0.0
1499,30,FRAZEE Jef,GK,0,0,0,0,0,0,0,0,0,4,usa,nor-usa,2006,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1500,3,BLUM Eric,D,0,1,1,0,1,0,0,0,0,5,sui,sui-nor,2006,0,17.142857142857142,1.0,0.7,0.1407613480760795,0.0,0.8407613480760795,1.0
1501,12,SPRUNGER Julien,F,0,0,0,12,5,0,0,0,0,5,sui,sui-nor,2006,0,13.846153846153847,1.0,0.375,0.056845929030724426,0.0,0.43184592903072444,0.0
1502,14,BIEBER Matthias,F,0,1,1,4,8,0,0,0,0,5,sui,sui-nor,2006,0,13.846153846153847,1.0,1.225,0.056845929030724426,0.0,1.2818459290307245,1.0
1503,16,DIAZ Raphael,D,0,0,0,0,4,0,0,0,0,5,sui,sui-nor,2006,0,17.142857142857142,1.0,0.3,0.1407613480760795,0.0,0.4407613480760795,0.0
1504,29,WALKER Julian,F,0,0,0,0,5,0,0,0,0,5,sui,sui-nor,2006,0,13.846153846153847,1.0,0.375,0.056845929030724426,0.0,0.43184592903072444,0.0
1505,2,WEBER Yannick,D,0,0,0,0,2,0,0,0,0,5,sui,sui-nor,2006,0,17.142857142857142,1.0,0.15,0.1407613480760795,0.0,0.2907613480760795,0.0
1506,7,CHIESA Alessandro,D,0,0,0,0,1,0,0,0,0,5,sui,sui-nor,2006,0,17.142857142857142,1.0,0.075,0.1407613480760795,0.0,0.2157613480760795,0.0
1507,9,JOGGI Mathias,F,1,0,1,0,5,0,0,0,0,5,sui,sui-nor,2006,1,13.846153846153847,1.0,1.125,0.056845929030724426,0.0,1.1818459290307244,4.5
1508,11,STEINMANN Janick,F,0,0,0,4,1,0,0,0,0,5,sui,sui-nor,2006,0,13.846153846153847,1.0,0.075,0.056845929030724426,0.0,0.13184592903072442,0.0
1509,19,SPOLIDORO Niccolo,F,0,0,0,0,0,0,0,0,0,5,sui,sui-nor,2006,0,13.846153846153847,1.0,0.0,0.056845929030724426,0.0,0.056845929030724426,0.0
1510,5,PARATI Patrick,D,0,0,0,0,1,0,0,0,0,5,sui,sui-nor,2006,0,17.142857142857142,1.0,0.075,0.1407613480760795,0.0,0.2157613480760795,0.0
1511,8,LUTHI Simon,D,0,0,0,0,0,0,0,0,0,5,sui,sui-nor,2006,0,17.142857142857142,1.0,0.0,0.1407613480760795,0.0,0.1407613480760795,0.0
1512,13,MOSER Stephan,F,0,0,0,0,2,0,0,0,0,5,sui,sui-nor,2006,0,13.846153846153847,1.0,0.15,0.056845929030724426,0.0,0.2068459290307244,0.0
1513,18,GAILLAND Jeremy,F,0,0,0,0,2,0,0,0,0,5,sui,sui-nor,2006,0,13.846153846153847,1.0,0.15,0.056845929030724426,0.0,0.2068459290307244,0.0
1514,26,RIVERA Christopher,F,0,0,0,0,2,0,0,0,0,5,sui,sui-nor,2006,0,13.846153846153847,1.0,0.15,0.056845929030724426,0.0,0.2068459290307244,0.0
1515,6,BERCHTOLD Claudio,D,0,0,0,2,0,0,0,0,0,5,sui,sui-nor,2006,0,17.142857142857142,1.0,0.0,0.1407613480760795,0.0,0.1407613480760795,0.0
1516,17,BURGLER Dario,F,1,0,1,0,2,0,0,0,0,5,sui,sui-nor,2006,0,13.846153846153847,1.0,0.9,0.056845929030724426,0.0,0.9568459290307244,1.5
1517,21,SIMEK Juraj,F,0,1,1,0,3,0,0,0,0,5,sui,sui-nor,2006,0,13.846153846153847,1.0,0.85,0.056845929030724426,0.0,0.9068459290307244,1.0
1518,24,LEMM Fadri,F,0,0,0,0,0,0,0,0,0,5,sui,sui-nor,2006,0,13.846153846153847,1.0,0.0,0.056845929030724426,0.0,0.056845929030724426,0.0
1519,27,KELLENBERGER Steve,F,0,0,0,0,2,0,0,0,0,5,sui,sui-nor,2006,0,13.846153846153847,1.0,0.15,0.056845929030724426,0.0,0.2068459290307244,0.0
1520,30,GENONI Leonardo,GK,0,0,0,0,0,0,0,0,0,5,sui,sui-nor,2006,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1521,20,BERRA Reto,GK,0,0,0,0,0,0,24,0,24,5,sui,sui-nor,2006,0,60.0,1.0,0.0,0.0,2.4000000000000004,2.4000000000000004,0.0
1522,7,FORSBERG Kristian,F,0,0,0,4,2,0,0,0,0,5,nor,sui-nor,2006,0,13.846153846153847,1.0,0.15,-0.133538686353891,0.0,0.016461313646109005,0.0
1523,17,OSTLI Lars,D,0,0,0,4,1,0,0,0,0,5,nor,sui-nor,2006,0,20.0,1.0,0.075,-0.385778427244574,0.0,-0.310778427244574,0.0
1524,20,OLIMB Mathis,F,0,0,0,0,3,0,0,0,0,5,nor,sui-nor,2006,0,13.846153846153847,1.0,0.22499999999999998,-0.133538686353891,0.0,0.09146131364610899,0.0
1525,21,JENSEN Joakim,F,0,0,0,0,1,0,0,0,0,5,nor,sui-nor,2006,0,13.846153846153847,1.0,0.075,-0.133538686353891,0.0,-0.05853868635389099,0.0
1526,27,SVEUM Dennis,D,0,0,0,0,2,0,0,0,0,5,nor,sui-nor,2006,0,20.0,1.0,0.15,-0.385778427244574,0.0,-0.235778427244574,0.0
1527,11,HOLOS Jonas,D,0,0,0,2,2,0,0,0,0,5,nor,sui-nor,2006,0,20.0,1.0,0.15,-0.385778427244574,0.0,-0.235778427244574,0.0
1528,13,ROYMARK Martin,F,0,0,0,0,1,0,0,0,0,5,nor,sui-nor,2006,0,13.846153846153847,1.0,0.075,-0.133538686353891,0.0,-0.05853868635389099,0.0
1529,15,HOYGARD Stian,F,0,0,0,2,3,0,0,0,0,5,nor,sui-nor,2006,0,13.846153846153847,1.0,0.22499999999999998,-0.133538686353891,0.0,0.09146131364610899,0.0
1530,19,TRYGG Mathias,F,0,0,0,0,0,0,0,0,0,5,nor,sui-nor,2006,0,13.846153846153847,1.0,0.0,-0.133538686353891,0.0,-0.133538686353891,0.0
1531,25,BONSAKSEN Alexander,D,0,0,0,0,0,0,0,0,0,5,nor,sui-nor,2006,0,20.0,1.0,0.0,-0.385778427244574,0.0,-0.385778427244574,0.0
1532,6,BORGE Henrik,D,0,0,0,2,0,0,0,0,0,5,nor,sui-nor,2006,0,20.0,1.0,0.0,-0.385778427244574,0.0,-0.385778427244574,0.0
1533,10,HAGEN Martin,F,0,0,0,0,2,0,0,0,0,5,nor,sui-nor,2006,0,13.846153846153847,1.0,0.15,-0.133538686353891,0.0,0.016461313646109005,0.0
1534,22,ROLSTAD Morten,F,0,0,0,0,1,0,0,0,0,5,nor,sui-nor,2006,0,13.846153846153847,1.0,0.075,-0.133538686353891,0.0,-0.05853868635389099,0.0
1535,23,GRAFSRONNINGEN Eirik,D,0,0,0,2,1,0,0,0,0,5,nor,sui-nor,2006,0,20.0,1.0,0.075,-0.385778427244574,0.0,-0.310778427244574,0.0
1536,24,THINN Fredrik,F,0,0,0,0,1,0,0,0,0,5,nor,sui-nor,2006,0,13.846153846153847,1.0,0.075,-0.133538686353891,0.0,-0.05853868635389099,0.0
1537,9,STENSUND Per Ferdinand,F,0,0,0,0,1,0,0,0,0,5,nor,sui-nor,2006,0,13.846153846153847,1.0,0.075,-0.133538686353891,0.0,-0.05853868635389099,0.0
1538,16,AASEN Mats,F,0,0,0,0,1,0,0,0,0,5,nor,sui-nor,2006,0,13.846153846153847,1.0,0.075,-0.133538686353891,0.0,-0.05853868635389099,0.0
1539,18,MATHISRUD Marius,F,0,0,0,2,2,0,0,0,0,5,nor,sui-nor,2006,0,13.846153846153847,1.0,0.15,-0.133538686353891,0.0,0.016461313646109005,0.0
1540,28,ROEST Niklas,F,0,0,0,0,0,0,0,0,0,5,nor,sui-nor,2006,0,13.846153846153847,1.0,0.0,-0.133538686353891,0.0,-0.133538686353891,0.0
1541,1,HAUGEN Lars,GK,0,0,0,0,0,0,0,0,0,5,nor,sui-nor,2006,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1542,30,SMITH Ruben,GK,0,0,0,0,0,0,46,2,44,5,nor,sui-nor,2006,0,60.0,1.0,0.0,0.0,2.9000000000000004,2.9000000000000004,0.0
1543,3,SEKERA Andrej,D,0,0,0,2,1,1,0,0,0,6,svk,svk-lat,2006,0,17.142857142857142,1.0,0.075,0.25861849093322237,0.0,0.3336184909332224,0.0
1544,8,ZAGRAPAN Marek,F,1,4,5,0,5,2,0,0,0,6,svk,svk-lat,2006,0,16.363636363636363,1.0,3.625,0.2410451888544925,0.0,3.8660451888544927,5.5
1545,17,LASCEK Stanislav,F,3,2,5,2,4,2,0,0,0,6,svk,svk-lat,2006,0,16.363636363636363,1.0,3.8,0.2410451888544925,0.0,4.0410451888544925,6.5
1546,21,PRETRUSKA Tomas,F,0,2,2,0,0,2,0,0,0,6,svk,svk-lat,2006,0,16.363636363636363,1.0,1.25,0.2410451888544925,0.0,1.4910451888544924,2.0
1547,28,VALABIK Boris,D,1,1,2,14,1,1,0,0,0,6,svk,svk-lat,2006,0,17.142857142857142,1.0,1.45,0.25861849093322237,0.0,1.7086184909332223,2.5
1548,14,SIMKA Filip,D,0,0,0,0,0,2,0,0,0,6,svk,svk-lat,2006,0,17.142857142857142,1.0,0.0,0.4836184909332224,0.0,0.4836184909332224,0.0
1549,15,HORSKY Marek,F,0,1,1,0,4,1,0,0,0,6,svk,svk-lat,2006,0,16.363636363636363,1.0,0.925,0.1285451888544925,0.0,1.0535451888544927,1.0
1550,16,MIHALIK Vladimir,D,0,1,1,2,2,1,0,0,0,6,svk,svk-lat,2006,0,17.142857142857142,1.0,0.775,0.25861849093322237,0.0,1.0336184909332224,1.0
1551,20,SCURKO Ladislav,F,0,0,0,4,3,0,0,0,0,6,svk,svk-lat,2006,0,16.363636363636363,1.0,0.22499999999999998,0.016045188854492503,0.0,0.24104518885449247,0.0
1552,25,GRACIK Juraj,F,1,0,1,2,4,1,0,0,0,6,svk,svk-lat,2006,1,16.363636363636363,1.0,1.05,0.1285451888544925,0.0,1.1785451888544927,4.5
1553,7,GRUNDLING Martin,D,0,0,0,0,0,0,0,0,0,6,svk,svk-lat,2006,0,17.142857142857142,1.0,0.0,0.03361849093322239,0.0,0.03361849093322239,0.0
1554,12,MIKUS Juraj,F,0,0,0,0,0,-1,0,0,0,6,svk,svk-lat,2006,0,16.363636363636363,1.0,0.0,-0.09645481114550748,0.0,-0.09645481114550748,0.0
1555,18,LEMESANI Branislav,F,0,0,0,4,1,0,0,0,0,6,svk,svk-lat,2006,0,16.363636363636363,1.0,0.075,0.016045188854492503,0.0,0.0910451888544925,0.0
