,name,club,team,year,height,weight,age,tournament,NHL
13,ALLARD Owen,Sault Ste. Marie Greyhounds,can,2024,1.88,190,19.980821917808218,1,0.0
14,DUMAIS Jordan,Halifax Mooseheads,can,2024,1.75,174,19.726027397260275,1,0.0
15,NELSON Ty,North Bay Battalion,can,2024,1.78,198,19.76986301369863,1,0.0
16,MATEYCHUK Denton,Moose Jaw Warriors,can,2024,1.80,192,19.484931506849314,1,0.0
17,SAVOIE Matthew,Wenatchee Wild,can,2024,1.78,179,20.013698630136986,1,0.0
18,COWAN Easton,London Knights,can,2024,1.80,185,18.63013698630137,1,0.0
19,GEEKIE Conor,Wenatchee Wild,can,2024,1.91,194,19.671232876712327,1,0.0
20,YAGER Brayden,Moose Jaw Warriors,can,2024,1.82,170,19.005479452054793,1,0.0
21,ROUSSEAU Mathis,Halifax Mooseheads,can,2024,1.80,159,19.32054794520548,1,0.0
22,ST-HILAIRE Samuel,Sherbrooke Phoenix,can,2024,1.88,185,19.654794520547945,1,0.0
23,REIDLER Kevin,Dubuque Fighting Saints,swe,2024,1.98,203,19.34246575342466,1,0.0
24,PETTERSSON Elias,Orebro HK,swe,2024,1.92,203,19.887671232876713,2,0.0
25,SALOMONSSON Elias,Skelleftea AIK,swe,2024,1.86,183,19.34794520547945,1,0.0
26,SANDIN PELLIKKA Axel,Skelleftea AIK,swe,2024,1.80,181,18.82191780821918,2,0.0
27,HAVELID Mattias,Linkoping HC,swe,2024,1.77,176,20.013698630136986,1,0.0
28,JOHANSSON Anton,Leksands IF,swe,2024,1.94,194,19.572602739726026,1,0.0
29,LINDSTEIN Theo,Brynas IF,swe,2024,1.84,181,19.0,1,0.0
30,WAGNER Fabian,Linkoping HC,swe,2024,1.83,181,19.665753424657535,2,0.0
31,BORN Isac,Frolunda HC,swe,2024,1.83,179,19.4986301369863,1,0.0
32,OSTLUND Noah,Vaxjo Lakers,swe,2024,1.81,165,19.824657534246576,2,0.0
33,EDSTROM David,Frolunda HC,swe,2024,1.90,187,18.87945205479452,1,0.0
34,UNGER SORUM Felix,Leksands IF,swe,2024,1.82,179,18.30958904109589,1,0.0
35,BYSTEDT Filip,Linkoping HC,swe,2024,1.93,198,19.92054794520548,2,0.0
36,RUDSLATT Rasmus,AIK,swe,2024,1.82,181,19.5972602739726,1,0.0
37,OHGREN Liam,Farjestad Karlstad,swe,2024,1.85,196,19.93972602739726,3,0.0
38,FORSFJALL Zeb,Skelleftea AIK,swe,2024,1.78,174,18.96986301369863,1,0.0
39,WAHLBERG Anton,Malmo Redhawks,swe,2024,1.91,185,18.506849315068493,1,0.0
40,LEKKERIMAKI Jonathan,Orebro HK,swe,2024,1.81,172,19.45205479452055,3,0.0
41,WILLANDER Tom,Boston University,swe,2024,1.86,179,18.904109589041095,1,0.0
42,STENBERG Otto,Frolunda HC,swe,2024,1.81,185,18.605479452054794,1,0.0
43,PETTERSSON Oskar,Rogle Angelholm,swe,2024,1.88,198,19.92054794520548,2,0.0
44,THELIN Melker,Bjorkloven Umea,swe,2024,1.88,176,18.616438356164384,1,0.0
45,HAVELID Hugo,Djurgarden IF,swe,2024,1.79,170,20.013698630136986,1,0.0
46,VINNI Eemil,JoKP Joensuu,fin,2024,1.89,185,18.04931506849315,1,0.0
47,SALIN Otto,HIFK Helsinki,fin,2024,1.81,192,19.832876712328765,2,0.0
48,KARKI Arttu,Sault Ste. Marie Greyhounds,fin,2024,1.87,181,19.076712328767123,1,0.0
49,KULONUMMI Kasper,Tappara Tampere,fin,2024,1.83,183,19.84931506849315,1,0.0
50,PIENINIEMI Emil,Karpat Oulu,fin,2024,1.88,176,18.846575342465755,1,0.0
51,VAISANEN Joona,Dubuque Fighting Saints,fin,2024,1.82,176,19.438356164383563,1,0.0
52,KANGAS Kalle,Jokerit Helsinki,fin,2024,1.94,198,18.926027397260274,1,0.0
53,PULKKINEN Jesse,JYP Jyvaskyla,fin,2024,1.98,216,19.024657534246575,1,0.0
54,KUMPULAINEN Rasmus,Oshawa Generals,fin,2024,1.87,194,18.410958904109588,1,0.0
55,HELENIUS Konsta,Jukurit Mikkeli,fin,2024,1.80,181,17.654794520547945,1,0.0
56,KESKINEN Oiva,Tappara Tampere,fin,2024,1.82,181,19.854794520547944,1,0.0
57,BAU Samu,Ilves Tampere,fin,2024,1.95,216,19.71232876712329,1,0.0
58,HALTTUNEN Kasper,London Knights,fin,2024,1.91,203,18.58082191780822,1,0.0
59,KASKIMAKI Aleksanteri,HIFK Helsinki,fin,2024,1.84,192,19.915068493150685,2,0.0
60,KOSKIPIRTTI Max,Michigan Tech University,fin,2024,1.84,181,19.389041095890413,1,0.0
61,LASSILA Jere,JYP Jyvaskyla,fin,2024,1.78,176,19.83013698630137,1,0.0
62,HAMEENAHO Lenni,Assat Pori,fin,2024,1.85,185,19.161643835616438,2,0.0
63,KOKKO Niklas,Karpat Oulu,fin,2024,1.92,190,19.813698630136987,2,0.0
64,VALI Noa,TPS Turku,fin,2024,1.85,159,18.715068493150685,1,0.0
65,HEMMING Emil,TPS Turku,fin,2024,1.87,194,17.526027397260275,1,0.0
66,NYMAN Jani,Ilves Tampere,fin,2024,1.92,207,19.435616438356163,2,0.0
67,MANNISTO Tommi,Michigan State University,fin,2024,1.82,194,19.912328767123288,1,0.0
68,NAUKKARINEN Janne,SaiPa Lappeenranta,fin,2024,1.85,192,19.791780821917808,1,0.0
69,BITTNER Matthias,Krefeld Pinguine,ger,2024,1.85,181,19.895890410958906,1,0.0
70,SINN Phillip,Red Bull Hockey Juniors,ger,2024,1.88,192,19.980821917808218,1,0.0
71,MAYER Paul,Adler Mannheim,ger,2024,1.89,187,18.279452054794522,1,0.0
72,REICH Michael,EV Landshut,ger,2024,1.81,183,19.473972602739725,1,0.0
73,SCHINDLER Samuel,Bayreuth Tigers,ger,2024,1.81,181,19.02191780821918,1,0.0
74,LUTZ Julian,Green Bay Gamblers,ger,2024,1.90,194,19.852054794520548,2,0.0
75,SCHREINER Vadim,Red Bull Hockey Juniors,ger,2024,1.82,183,18.364383561643837,1,0.0
76,OSWALD Veit,EHC Red Bull Munich,ger,2024,1.87,179,19.34794520547945,2,0.0
77,BICKER Kevin,Lowen Frankfurt,ger,2024,1.85,176,18.934246575342467,1,0.0
78,ROLLINGER Ralf,Ravensburg Towerstars,ger,2024,1.79,170,19.586301369863012,1,0.0
79,ASSAVOLYUK Daniel,Red Bull Hockey Juniors,ger,2024,1.82,187,19.578082191780823,1,0.0
80,HAUF Luca,Seattle Thunderbirds,ger,2024,1.81,187,19.986301369863014,3,0.0
81,HORDLER Eric,Eisbaren Berlin,ger,2024,1.90,183,19.405479452054795,2,0.0
82,SUMPF Julius,Moncton Wildcats,ger,2024,1.87,185,18.983561643835618,1,0.0
83,WEBER Jakob,EHC Red Bull Munich,ger,2024,1.78,185,19.956164383561642,1,0.0
84,BRANDL Linus,EV Landshut,ger,2024,1.82,190,18.764383561643836,1,0.0
85,KECHTER Roman,Nuremberg Ice Tigers,ger,2024,1.78,183,19.887671232876713,2,0.0
86,NIELECK Lennard,Hammer Eisbaeren,ger,2024,1.93,198,19.824657534246576,1,0.0
87,ELIAS Moritz,Augsburger Panther,ger,2024,1.73,176,19.824657534246576,1,0.0
88,HUBNER Niklas,Ravensburg Towerstars,ger,2024,1.90,192,19.764383561643836,1,0.0
89,PANOCHA Norwin,Chicoutimi Sagueneens,ger,2024,1.87,192,18.863013698630137,1,0.0
90,DIETL Philipp,EV Landshut,ger,2024,1.78,159,19.512328767123286,1,0.0
91,PERTUCH Nico,Ravensburg Towerstars,ger,2024,1.88,209,18.438356164383563,1,0.0
92,ROLOVS Deivs,Lone Star Brahmas,lat,2024,1.88,183,19.663013698630138,1,0.0
93,URBANOVICS Kristers,Karpat Oulu,lat,2024,1.89,192,18.304109589041097,1,0.0
94,KURBAKA Viktors,Ocelari Trinec,lat,2024,1.80,174,18.328767123287673,1,0.0
95,FENENKO Niks,Baie-Comeau Drakkar,lat,2024,1.86,168,19.383561643835616,3,0.0
96,LOCMELIS Ingus,Fairbanks Ice Dogs,lat,2024,1.85,172,18.172602739726027,1,0.0
97,ULJANSKIS Darels,AIK,lat,2024,1.87,187,17.364383561643837,1,0.0
98,RULLERS Rainers,Madison Capitols,lat,2024,1.91,181,19.068493150684933,3,0.0
99,VUTKEVICS Rinalds,Zemgale Jelgava,lat,2024,1.79,176,19.4,1,0.0
100,MATEIKO Eriks,Saint John Sea Dogs,lat,2024,1.94,201,18.13150684931507,1,0.0
101,VECKAKTINS Emils,HC Lugano,lat,2024,1.89,187,19.493150684931507,2,0.0
102,LOCMELIS Dans,University of Massachusetts,lat,2024,1.85,179,19.958904109589042,3,0.0
103,MOTS Toms,Kometa Brno,lat,2024,1.83,172,18.87945205479452,1,0.0
104,DARZINS Rainers,Skelleftea AIK,lat,2024,1.77,168,19.66849315068493,3,0.0
105,BULANS Peteris,Chicoutimi Sagueneens,lat,2024,1.84,185,18.83013698630137,2,0.0
106,BOROZINSKIS Davis,Des Moines Buccaneers,lat,2024,1.84,181,19.194520547945206,1,0.0
107,BERZINS Renarts,Mogo Riga,lat,2024,1.88,179,19.4,1,0.0
108,KRUMINS Kristofers,New Jersey Jr Titans,lat,2024,1.87,198,18.791780821917808,1,0.0
109,OZOLLAPA Rauls,HC Zubr Prerov,lat,2024,1.95,179,18.243835616438357,1,0.0
110,VILMANIS Sandis,Sarnia Sting,lat,2024,1.85,192,19.953424657534246,3,0.0
111,BUKARTS Rodzers,Wenatchee Wild,lat,2024,1.83,183,19.252054794520546,2,0.0
112,STRADNIEKS Kevins,Zemgale Jelgava,lat,2024,1.83,190,19.427397260273974,1,0.0
113,FELDBERGS Linards,HS Riga,lat,2024,1.85,172,18.389041095890413,1,0.0
114,OZOLS Aksels,Charlottetown Islanders,lat,2024,1.85,168,18.904109589041095,1,0.0
115,VONDRAS Jakub,Sudbury Wolves,cze,2024,1.92,185,19.627397260273973,1,0.0
116,SCHNATTINGER Michael,Bili Tygri Liberec,cze,2024,1.83,181,19.84931506849315,1,0.0
117,PRCIK Matej,HC Vitkovice Ridera,cze,2024,1.88,196,19.764383561643836,1,0.0
118,CECH Ales,BK Mlada Boleslav,cze,2024,1.89,192,19.5972602739726,3,0.0
119,CIBULKA Tomas,Val dOr Foreurs,cze,2024,1.83,170,19.76164383561644,1,0.0
120,HAMARA Tomas,Brantford Bulldogs,cze,2024,1.82,185,19.827397260273973,3,0.0
121,BARES Adam,Pelicans Lahti,cze,2024,1.78,159,19.794520547945204,1,0.0
122,PRIBYL Matej,HC Vitkovice Ridera,cze,2024,1.91,207,19.610958904109587,1,0.0
123,RYMON Dominik,Everett Silvertips,cze,2024,1.79,154,19.605479452054794,1,0.0
124,ZIDLICKY Adam,Mississauga Steelheads,cze,2024,1.83,170,18.936986301369863,1,0.0
125,HUJER Jakub,Rimouski Oceanic,cze,2024,1.90,205,19.553424657534247,1,0.0
126,MELOVSKY Matyas,Baie-Comeau Drakkar,cze,2024,1.84,183,19.616438356164384,1,0.0
127,REDLICH Sebastian,Sodertalje SK,cze,2024,1.86,181,19.824657534246576,1,0.0
128,MASTALIRSKY Matej,HC Litvinov,cze,2024,1.79,148,18.49041095890411,1,0.0
129,BECHER Ondrej,Prince George Cougars,cze,2024,1.84,172,19.87123287671233,1,0.0
130,STANCL Jakub,Vaxjo Lakers,cze,2024,1.91,198,18.73972602739726,1,0.0
131,GALVAS Tomas,Bili Tygri Liberec,cze,2024,1.77,148,17.898630136986302,1,0.0
132,SAPOVALIV Matyas,Saginaw Spirit,cze,2024,1.92,190,19.898630136986302,3,0.0
133,KULICH Jiri,Rochester Americans,cze,2024,1.82,172,19.72876712328767,3,0.0
134,KOCI Matteo,Kamloops Blazers,cze,2024,1.84,176,18.58082191780822,1,0.0
135,ALSCHER Marek,Portland Winterhawks,cze,2024,1.90,198,19.747945205479454,1,0.0
136,SALE Eduard,Barrie Colts,cze,2024,1.86,170,18.824657534246576,2,0.0
137,HRABAL Michael,University of Massachusetts,cze,2024,1.99,209,18.958904109589042,1,0.0
138,AUGUSTINE Trey,Michigan State University,usa,2024,1.85,179,18.865753424657534,2,0.0
139,McGROARTY Rutger,University of Michigan,usa,2024,1.84,201,19.76986301369863,2,0.0
140,BRINDLEY Gavin,University of Michigan,usa,2024,1.75,170,19.252054794520546,2,0.0
141,FORTESCUE Drew,Boston College,usa,2024,1.88,172,18.69041095890411,1,0.0
142,SMITH Will,Boston College,usa,2024,1.83,181,18.805479452054794,1,0.0
143,RINZEL Sam,University of Minnesota,usa,2024,1.93,176,19.53150684931507,1,0.0
144,LEONARD Ryan,Boston College,usa,2024,1.83,192,18.956164383561642,1,0.0
145,MOORE Oliver,University of Minnesota,usa,2024,1.80,194,18.953424657534246,1,0.0
146,FINLEY Quinn,University of Wisconsin,usa,2024,1.83,179,19.410958904109588,1,0.0
147,NELSON Danny,University of Notre Dame,usa,2024,1.88,212,18.424657534246574,1,0.0
148,GAUTHIER Cutter,Boston College,usa,2024,1.91,190,19.964383561643835,2,0.0
149,HUTSON Lane,Boston University,usa,2024,1.78,161,19.893150684931506,2,0.0
150,HOWARD Isaac,Michigan State University,usa,2024,1.80,190,19.76986301369863,1,0.0
151,POHLKAMP Eric,Bemidji State University,usa,2024,1.80,205,19.78904109589041,1,0.0
152,CASEY Seamus,University of Michigan,usa,2024,1.78,176,19.994520547945207,1,0.0
153,HAYES Gavin,Flint Firebirds,usa,2024,1.88,179,19.646575342465752,1,0.0
154,BUIUM Zeev,University of Denver,usa,2024,1.88,181,18.07945205479452,1,0.0
155,FOWLER Jacob,Boston College,usa,2024,1.88,214,19.115068493150684,1,0.0
156,HILLEBRANDT Sam,Barrie Colts,usa,2024,1.85,165,18.87123287671233,1,0.0
157,PERREAULT Gabe,Boston College,usa,2024,1.80,165,18.665753424657535,1,0.0
158,CHESLEY Ryan,University of Minnesota,usa,2024,1.83,201,19.85753424657534,2,0.0
159,SNUGGERUD Jimmy,University of Minnesota,usa,2024,1.88,187,19.5972602739726,2,0.0
160,NAZAR Frank,University of Michigan,usa,2024,1.78,174,19.97808219178082,1,0.0
161,ELIAS Rastislav,HIFK Helsinki,svk,2024,1.90,176,19.71780821917808,1,0.0
162,PISOJA Milan,Dukla Michalovce,svk,2024,1.90,185,19.005479452054793,1,0.0
163,STRBAK Maxim,Michigan State University,svk,2024,1.87,190,18.731506849315068,3,0.0
164,NATNY David,MHK 32 Liptovsky Mikulas,svk,2024,1.87,185,19.813698630136987,3,0.0
165,KMEC Jozef,Prince George Cougars,svk,2024,1.89,209,20.01095890410959,3,0.0
166,MOSKO Marian,Cornell University,svk,2024,1.82,185,19.654794520547945,1,0.0
167,ZLNKA Adam,Waterloo Blackhawks,svk,2024,1.83,176,19.854794520547944,2,0.0
168,MESAR Filip,Kitchener Rangers,svk,2024,1.78,172,20.008219178082193,3,0.0
169,RADIVOJEVIC Luka,Orebro HK,svk,2024,1.77,161,17.005479452054793,1,0.0
170,DEJ Frantisek,Sherbrooke Phoenix,svk,2024,1.94,207,18.852054794520548,2,0.0
171,SYKORA Adam,Hartford Wolf Pack,svk,2024,1.80,172,19.328767123287673,3,0.0
172,DVORSKY Dalibor,Sudbury Wolves,svk,2024,1.85,203,18.55890410958904,3,0.0
173,KUKUMBERG Roman,Sarnia Sting,svk,2024,1.86,192,18.794520547945204,1,0.0
174,PETROVSKY Servac,Owen Sound Attack,svk,2024,1.81,174,19.405479452054795,3,0.0
175,PEKARCIK Juraj,Dubuque Fighting Saints,svk,2024,1.87,187,18.315068493150687,1,0.0
176,MISIAK Martin,Erie Otters,svk,2024,1.86,194,19.265753424657536,3,0.0
177,REPCIK Peter,Drummondville Voltigeurs,svk,2024,1.84,192,19.991780821917807,3,0.0
178,CISAR Peter,Fargo Force,svk,2024,1.83,187,18.76986301369863,1,0.0
179,SUCHY Markus,HK Poprad,svk,2024,1.85,179,19.731506849315068,1,0.0
180,ZABKA Boris,HC 05 Banska Bystrica,svk,2024,1.76,181,19.63013698630137,2,0.0
181,HONZEK Samuel,Vancouver Giants,svk,2024,1.90,181,19.147945205479452,2,0.0
182,URBAN Samuel,Sioux City Musketeers,svk,2024,1.85,187,18.682191780821917,1,0.0
183,GAJAN Adam,Green Bay Gamblers,svk,2024,1.90,176,19.66849315068493,2,0.0
184,GRUTER Lorin,ZSC Lions Zurich,sui,2024,1.78,187,19.147945205479452,1,0.0
185,USTINKOV Daniil,ZSC Lions Zurich,sui,2024,1.84,203,17.361643835616437,1,0.0
186,DIONICIO Rodwin,Saginaw Spirit,sui,2024,1.87,214,19.76986301369863,3,0.0
187,BRAILLARD Leo,Lethbridge Hurricanes,sui,2024,1.77,176,18.504109589041096,1,0.0
188,REBER Jamiro,HV71,sui,2024,1.78,174,17.336986301369862,1,0.0
189,BUNZLI Timo,ZSC Lions Zurich,sui,2024,1.87,192,18.92876712328767,1,0.0
190,GREDIG Rico,HC Davos,sui,2024,1.85,181,18.926027397260274,1,0.0
191,SCHILD Thierry,SC Bern,sui,2024,1.79,176,19.016438356164382,1,0.0
192,TAIBEL Jonas,SC Rapperswil-Jona,sui,2024,1.82,185,19.38082191780822,3,0.0
193,REINHARD Mattheo,EHC Biel,sui,2024,1.75,183,19.528767123287672,1,0.0
194,JENNI Timo,SCL Tigers Langnau,sui,2024,1.82,176,19.45205479452055,1,0.0
195,CHRISTE Gael,EHC Biel,sui,2024,1.82,163,19.375342465753423,1,0.0
196,HORNECKER Jan,SC Rapperswil-Jona,sui,2024,1.90,190,19.55068493150685,1,0.0
197,MULLER Miles,Moncton Wildcats,sui,2024,1.83,185,19.046575342465754,2,0.0
198,ROD Julien,Fribourg-Gotteron,sui,2024,1.76,185,19.12054794520548,1,0.0
199,WEBER Gregory,SC Bern,sui,2024,1.74,154,19.997260273972604,1,0.0
200,MUGGLI Leon,EV Zug,sui,2024,1.83,170,17.493150684931507,1,0.0
201,MEIER Endo,ZSC Lions Zurich,sui,2024,1.83,174,18.46301369863014,1,0.0
202,TERRANEO Simone,HC Ambri-Piotta,sui,2024,1.81,203,19.517808219178082,1,0.0
203,MEIER Simon,Pentiction Vees,sui,2024,1.75,161,18.65753424657534,1,0.0
204,MEILE Nick,SC Bern,sui,2024,1.91,209,19.90958904109589,3,0.0
205,BEGLIERI Alessio,EHC Biel,sui,2024,1.82,170,20.002739726027396,2,0.0
206,HUET Ewan,Regina Pats,sui,2024,1.84,183,18.90684931506849,1,0.0
207,STENSRUD Markus,Storhamar Hockey,nor,2024,1.80,174,19.77260273972603,1,0.0
208,LAFTON Ludvig,Frisk Asker,nor,2024,1.87,183,17.983561643835618,1,0.0
209,LIE Christopher,Malmo Redhawks,nor,2024,1.79,163,18.443835616438356,1,0.0
210,KOCH Gabriel,Valerenga Oslo,nor,2024,1.81,179,19.994520547945207,1,0.0
211,LARSEN Tobias,Farjestad Karlstad,nor,2024,1.88,207,19.35890410958904,1,0.0
212,BAKKE OLSEN Mats,Malmo Redhawks,nor,2024,1.85,187,19.77260273972603,1,0.0
213,SOLBERG Stian,Valerenga Oslo,nor,2024,1.88,196,18.019178082191782,1,0.0
214,BAH Alieu,Brynas IF,nor,2024,1.80,196,18.61917808219178,1,0.0
215,STEEN Noah,Mora IK,nor,2024,1.85,187,19.389041095890413,1,0.0
216,VESTERHEIM Petter,Mora IK,nor,2024,1.81,172,19.265753424657536,1,0.0
217,WASENDEN Emil,Frisk Asker,nor,2024,1.86,190,19.627397260273973,1,0.0
218,DALEN Patrik,Mora IK,nor,2024,1.83,187,19.82191780821918,1,0.0
219,WOLD Sander,Gatineau Olympiques,nor,2024,1.79,170,19.4027397260274,1,0.0
220,JOHNSEN Martin,Storhamar Hockey,nor,2024,1.78,176,19.832876712328765,1,0.0
221,HAUGEN Casper,Victoria Royals,nor,2024,1.69,174,18.375342465753423,1,0.0
222,MAGNUSSEN Kasper,Bemidji State University,nor,2024,1.84,196,19.87945205479452,1,0.0
223,LOKKEBERG Johannes,West Kelowna Warriors,nor,2024,1.82,198,19.786301369863015,1,0.0
224,GRANATH Felix,Frolunda HC,nor,2024,1.71,163,18.465753424657535,1,0.0
225,BAKKEVIG Oskar,Malmo Redhawks,nor,2024,1.80,183,19.45205479452055,1,0.0
226,PAPUGA Mathias,Storhamar Hockey,nor,2024,1.78,170,19.84931506849315,1,0.0
227,BRANDSEGG-NYGARD Michael,Mora IK,nor,2024,1.85,198,18.252054794520546,1,0.0
228,AARSUND Sebastian,Linkoping HC,nor,2024,1.85,183,19.389041095890413,1,0.0
229,LUNDBERG Martin,Mora IK,nor,2024,1.85,172,18.91780821917808,1,0.0
0,IVANKOVIC Jack,Mississauga Steelheads,can,2025,1.83,179,17.627397260273973,1,0.0
1,GIBSON Andrew,Sault Ste. Marie Greyhounds,can,2025,1.92,209,19.895890410958906,1,0.0
2,DICKINSON Sam,London Knights,can,2025,1.90,209,18.583561643835615,1,0.0
3,PRICE Caden,Kelowna Rockets,can,2025,1.85,190,19.36986301369863,1,0.0
4,BONK Oliver,London Knights,can,2025,1.87,198,19.991780821917807,2,0.0
5,MOLENDYK Tanner,Saskatoon Blades,can,2025,1.83,181,19.923287671232877,1,0.0
6,MYNIO Sawyer,Seattle Thunderbirds,can,2025,1.85,181,19.687671232876713,1,0.0
7,AKEY Beau,Barrie Colts,can,2025,1.83,183,19.9013698630137,1,0.0
8,McKENNA Gavin,Medicine Hat Tigers,can,2025,1.83,165,17.046575342465754,1,0.0
9,NADEAU Bradly,Chicago Wolves,can,2025,1.80,172,19.673972602739727,1,0.0
10,YAGER Brayden,Lethbridge Hurricanes,can,2025,1.83,170,20.008219178082193,2,0.0
11,LUCHANKO Jett,Guelph Storm,can,2025,1.80,190,18.378082191780823,1,0.0
12,PINELLI Luca,Ottawa 67s,can,2025,1.75,168,19.756164383561643,1,0.0
13,CATTON Berkly,Spokane Chiefs,can,2025,1.78,174,18.97808219178082,1,0.0
14,REHKOPF Carson,Brampton Steelheads,can,2025,1.88,201,19.997260273972604,2,0.0
15,GAUTHIER Ethan,Drummondville Voltigeurs,can,2025,1.83,183,19.945205479452056,1,0.0
16,RITCHIE Calum,Oshawa Generals,can,2025,1.88,190,19.958904109589042,1,0.0
17,MARTONE Porter,Brampton Steelheads,can,2025,1.91,207,18.197260273972603,1,0.0
18,HOWE Tanner,Calgary Hitmen,can,2025,1.80,183,19.106849315068494,1,0.0
19,SCHAEFER Matthew,Erie Otters,can,2025,1.88,183,17.336986301369862,1,0.0
20,BEAUDOIN Cole,Barrie Colts,can,2025,1.88,209,18.704109589041096,1,0.0
21,COWAN Easton,London Knights,can,2025,1.80,185,19.632876712328766,2,0.0
22,CATAFORD Mathieu,Rimouski Oceanic,can,2025,1.83,192,19.852054794520548,1,0.0
23,GEORGE Carter,Owen Sound Attack,can,2025,1.86,190,18.632876712328766,1,0.0
24,SAARINEN Kim,HPK Hameenlinna,fin,2025,1.93,187,18.46027397260274,1,0.0
25,JOKINEN Mitja,TPS Turku,fin,2025,1.80,172,18.852054794520548,1,0.0
26,KANGAS Kalle,HPK Hameenlinna,fin,2025,1.94,207,19.92876712328767,2,0.0
27,SOINI Sebastian,Ilves Tampere,fin,2025,1.87,187,18.575342465753426,1,0.0
28,NIEMINEN Daniel,Pelicans Lahti,fin,2025,1.84,187,18.852054794520548,1,0.0
29,PIENINIEMI Emil,Kingston Frontenacs,fin,2025,1.88,176,19.84931506849315,2,0.0
30,SAARELAINEN Joona,KalPa Kuopio,fin,2025,1.76,187,18.75890410958904,1,0.0
31,VAISANEN Veeti,Medicine Hat Tigers,fin,2025,1.84,190,18.89041095890411,1,0.0
32,URONEN Tuomas,Kingston Frontenacs,fin,2025,1.83,190,19.802739726027397,1,0.0
33,KUMPULAINEN Rasmus,Pelicans Lahti,fin,2025,1.92,203,19.413698630136988,2,0.0
34,HELENIUS Konsta,Buffalo Sabres,fin,2025,1.81,185,18.65753424657534,2,1.0
35,HYNNINEN Topias,Jukurit Mikkeli,fin,2025,1.79,176,19.04931506849315,1,0.0
36,HALTTUNEN Kasper,London Knights,fin,2025,1.92,205,19.583561643835615,2,0.0
37,VESTERINEN Roope,HPK Hameenlinna,fin,2025,1.77,183,18.983561643835618,1,0.0
38,NURMI Jesse,London Knights,fin,2025,1.80,176,19.835616438356166,1,0.0
39,MIETTINEN Julius,Everett Silvertips,fin,2025,1.92,207,18.96164383561644,1,0.0
40,RUOHONEN Heikki,Dubuque Fighting Saints,fin,2025,1.87,205,18.55068493150685,1,0.0
41,ALASIURUA Arttu,Karpat Oulu,fin,2025,1.82,172,19.91780821917808,1,0.0
42,RIMPINEN Petteri,Kiekko-Espoo,fin,2025,1.82,176,18.7013698630137,1,0.0
43,VALI Noa,TPS Turku,fin,2025,1.85,159,19.71780821917808,2,0.0
44,HEMMING Emil,Barrie Colts,fin,2025,1.87,196,18.528767123287672,2,0.0
45,KIVIHARJU Aron,HIFK Helsinki,fin,2025,1.78,181,18.947945205479453,1,0.0
46,TUHKALA Arttu,Lulea HF,fin,2025,1.82,174,19.416438356164385,1,0.0
47,RAUTIAINEN Benjamin,Tappara Tampere,fin,2025,1.82,174,19.56986301369863,1,0.0
48,KIISKINEN Jesse,HPK Hameenlinna,fin,2025,1.85,190,19.372602739726027,1,0.0
49,PERTUCH Nico,Ravensburg Towerstars,ger,2025,1.88,205,19.44109589041096,2,0.0
50,HENSE Max,Kolner Junghaie,ger,2025,1.89,198,18.852054794520548,1,0.0
51,MAYER Paul,Heilbronner Falken,ger,2025,1.89,185,19.28219178082192,2,0.0
52,PANOCHA Norwin,Green Bay Gamblers,ger,2025,1.87,192,19.865753424657534,2,0.0
53,HANDEL Carlos,Halifax Mooseheads,ger,2025,1.86,170,17.76986301369863,1,0.0
54,SAMANSKI Noah,Powell River Kings,ger,2025,1.87,187,19.654794520547945,1,0.0
55,PUL Elias,Blue Devils Weiden,ger,2025,1.85,165,18.646575342465752,1,0.0
56,RUCKDASCHEL Timo,Grizzlys Wolfsburg,ger,2025,1.86,196,19.767123287671232,1,0.0
57,LEWANDOWSKI David,Saskatoon Blades,ger,2025,1.86,176,17.876712328767123,1,0.0
58,MAUL Nick,ESV Kaufbeuren,ger,2025,1.80,192,18.745205479452054,1,0.0
59,BOOS Lenny,Dusseldorfer EG,ger,2025,1.79,154,18.126027397260273,1,0.0
60,KUHNHAUSER Kilian,Starbulls Rosenheim,ger,2025,1.81,183,19.90684931506849,1,0.0
61,NIEHUS Lua,Lowen Frankfurt,ger,2025,1.76,161,19.783561643835615,1,0.0
62,KAISER Rio,Eisbaren Berlin,ger,2025,2.00,220,18.24931506849315,1,0.0
63,MUNZENBERGER Marco,Kolner Haie,ger,2025,1.94,203,19.345205479452055,1,0.0
64,SCHAFER Maxim,Eisbaren Berlin,ger,2025,1.93,187,17.64109589041096,1,0.0
65,VINZENS Paul,Red Bull Hockey Juniors,ger,2025,1.81,187,19.293150684931508,1,0.0
66,TROPMANN Edwin,Kolner Haie,ger,2025,1.79,187,19.254794520547946,1,0.0
67,BRANDL Linus,EV Landshut,ger,2025,1.82,190,19.767123287671232,2,0.0
68,SAGER Clemens,Kassel Huskies,ger,2025,1.84,185,18.904109589041095,1,0.0
69,SCHWARZ Tobias,EV Landshut,ger,2025,1.81,183,18.756164383561643,1,0.0
70,SUMPF Julius,Moncton Wildcats,ger,2025,1.87,194,19.986301369863014,2,0.0
71,SEIDL Simon,EV Landshut,ger,2025,1.78,183,18.50958904109589,1,0.0
72,VIEILLARD Linus,Eisbaren Juniors Berlin,ger,2025,1.85,181,18.89041095890411,1,0.0
73,NEISSE Lennart,Cambridge Redhawks,ger,2025,1.98,212,18.312328767123287,1,0.0
74,OZOLS Aksels,Zemgale Jelgava,lat,2025,1.85,168,19.90684931506849,2,0.0
