,name,club,team,year,height,weight,age,tournament,NHL
44,LAMPINEN Jani,Kiekko-Espoo,fin,2022,1.88,176,18.893150684931506,1,0.0
45,JATKOLA Juha,KalPa Kuopio,fin,2022,1.85,187,19.317808219178083,1,0.0
46,LAMBERT Brad,Pelicans Lahti,fin,2022,1.85,179,18.04931506849315,2,0.0
47,RATY Aatu,New York Islanders,fin,2022,1.87,181,19.145205479452056,2,1.0
48,KARVINEN Roni,SaiPa Lappeenranta,fin,2022,1.85,196,19.208219178082192,1,0.0
49,KEMELL Joakim,Nashville Predators,fin,2022,1.82,176,17.693150684931506,1,1.0
50,CAJAN Pavel,Kitchener Rangers,cze,2022,1.89,176,19.232876712328768,1,0.0
51,BEDNAR Jan,Acadie-Bathurst Titan,cze,2022,1.93,185,19.364383561643837,2,0.0
52,SPACEK David,Sherbrooke Phoenix,cze,2022,1.81,170,18.882191780821916,1,0.0
53,TICHACEK Jiri,Rytiri Kladno,cze,2022,1.75,170,18.934246575342467,1,0.0
54,JIRICEK David,Columbus Blue Jackets,cze,2022,1.91,187,18.106849315068494,2,1.0
55,CECH Ales,Karpat Oulu,cze,2022,1.89,192,17.5972602739726,1,0.0
56,HAMARA Tomas,Tappara Tampere,cze,2022,1.82,185,17.827397260273973,1,0.0
57,HERCIK Daniel,HC Pardubice,cze,2022,1.85,183,18.643835616438356,1,0.0
58,MECHURA Adam,Tri-City Americans,cze,2022,1.94,198,18.931506849315067,1,0.0
59,SVOZIL Stanislav,Regina Pats,cze,2022,1.84,179,18.96986301369863,2,0.0
60,KOS Jakub,Ilves Tampere,cze,2022,1.90,187,18.605479452054794,1,0.0
61,IVAN Ivan,Cape Breton Eagles,cze,2022,1.80,172,19.38082191780822,1,0.0
62,HAUSER Petr,Sparta Prague,cze,2022,1.90,201,18.2986301369863,1,0.0
63,MENSIK Matous,HC Dukla Jihlava,cze,2022,1.88,205,18.46849315068493,1,0.0
64,MYSAK Jan,Hamilton Bulldogs,cze,2022,1.82,176,19.53698630136986,3,0.0
65,URBAN Tomas,HC Pardubice,cze,2022,1.81,176,19.876712328767123,1,0.0
66,CHMELAR Jaroslav,Providence College,cze,2022,1.94,198,18.465753424657535,1,0.0
67,NEMEC Frantisek,Kometa Brno,cze,2022,1.84,194,17.912328767123288,1,0.0
68,SAPOVALIV Matyas,Saginaw Spirit,cze,2022,1.92,190,17.898630136986302,1,0.0
69,KULICH Jiri,HC Karlovy Vary,cze,2022,1.82,172,17.72876712328767,1,0.0
70,GUT Michal,Everett Silvertips,cze,2022,1.82,187,19.39178082191781,2,0.0
71,SZTURC Gabriel,Kelowna Rockets,cze,2022,1.79,176,18.284931506849315,1,0.0
72,NEMEC Stepan,HC Stadion Litomerice,cze,2022,1.82,192,18.312328767123287,1,0.0
73,RYSAVY Martin,Moose Jaw Warriors,cze,2022,1.90,209,18.838356164383562,1,0.0
74,SUCHANEK Tomas,Tri-City Americans,cze,2022,1.85,170,18.687671232876713,1,0.0
75,BOLO Tomas,St. Cloud Norsemen,svk,2022,1.87,192,19.512328767123286,1,0.0
76,ANDRISIK Patrik,Jungadler Mannheim,svk,2022,1.87,198,18.87945205479452,1,0.0
77,STRBAK Maxim,Jokerit Helsinki,svk,2022,1.87,190,16.731506849315068,1,0.0
78,BAKALA Denis,HC Presov,svk,2022,1.90,198,19.24109589041096,1,0.0
79,KMEC Jozef,Prince George Cougars,svk,2022,1.89,192,18.01095890410959,1,0.0
80,PETROVICKY Rayen,TuTo Hockey U20,svk,2022,1.86,179,19.85753424657534,2,0.0
81,NATNY David,MHA Martin,svk,2022,1.88,187,17.813698630136987,1,0.0
82,FAITH Roman,Dukla Michalovce,svk,2022,1.82,174,19.443835616438356,2,0.0
83,MYKLUKHA Oleksiy,Blainville-Boisbriand Armada,svk,2022,1.77,165,19.115068493150684,2,0.0
84,KASLIK Matej,Chicoutimi Sagueneens,svk,2022,1.83,170,19.421917808219177,2,0.0
85,SYKORA Adam,New York Rangers,svk,2022,1.80,172,17.328767123287673,1,1.0
86,KUPCO Lubomir,Des Moines Buccaneers,svk,2022,1.80,172,18.84109589041096,1,0.0
87,JEDLICKA Maros,HKM Zvolen,svk,2022,1.88,194,19.205479452054796,2,0.0
88,DVORSKY Dalibor,Skelleftea AIK,svk,2022,1.86,194,16.55890410958904,1,0.0
89,STUMPEL Oliver,Corpus Christi IceRays,svk,2022,1.86,194,18.213698630136985,1,0.0
90,PETROVSKY Servac,Owen Sound Attack,svk,2022,1.81,174,17.405479452054795,1,0.0
91,DEMEK Jakub,Edmonton Oil Kings,svk,2022,1.92,203,18.586301369863012,1,0.0
92,NEMEC Libor,Lukko Rauma,svk,2022,1.89,185,18.34246575342466,1,0.0
93,REPCIK Peter,Cape Breton Eagles,svk,2022,1.84,183,17.991780821917807,1,0.0
94,MISIAK Martin,HC Nove Zamky,svk,2022,1.86,194,17.265753424657536,1,0.0
95,HONZEK Samuel,Vancouver Giants,svk,2022,1.91,181,17.147945205479452,1,0.0
96,GROCH Simon,HC Olomouc,svk,2022,1.90,209,18.827397260273973,1,0.0
97,STRIPAI Adam,Dukla Michalovce,svk,2022,1.80,176,19.46027397260274,1,0.0
98,ZABKA Boris,Slovan Bratislava,svk,2022,1.76,183,17.63013698630137,1,0.0
99,LATKOCZY Simon,Madison Capitols,svk,2022,1.81,165,19.6,2,0.0
100,LAZDINS Rudolfs,Olimp Riga,lat,2022,1.84,163,19.87123287671233,1,0.0
101,SIMANOVICS Rihards,Mogo Riga,lat,2022,1.90,190,18.24931506849315,1,0.0
102,FENENKO Niks,Baie-Comeau Drakkar,lat,2022,1.86,168,17.383561643835616,1,0.0
103,LAVINS Martins,Cedar Rapids Roughriders,lat,2022,1.83,176,18.742465753424657,1,0.0
104,RULLERS Rainers,HS Riga,lat,2022,1.91,181,17.068493150684933,1,0.0
105,VITOLINS Raimonds,University of Vermont,lat,2022,1.83,181,19.983561643835618,1,0.0
106,OZOLINS Gustavs,Sioux Falls Stampede,lat,2022,1.78,181,18.55068493150685,1,0.0
107,ANDERSONS Daniels,Zemgale Jelgava,lat,2022,1.84,187,19.386301369863013,1,0.0
108,LOCMELIS Dans,Lulea HF,lat,2022,1.84,170,17.958904109589042,1,0.0
109,BRANTS Harijs,Acadie-Bathurst Titan,lat,2022,1.83,183,19.67945205479452,1,0.0
110,LAPINSKIS Oskars,SCL Tigers Langnau,lat,2022,1.77,165,19.67945205479452,1,0.0
111,DARZINS Rainers,HS Riga,lat,2022,1.75,163,17.66849315068493,1,0.0
112,SILKALNS Girts,HS Riga,lat,2022,1.89,187,18.52054794520548,1,0.0
113,BERGMANIS Ralfs,Sioux City Musketeers,lat,2022,1.78,172,19.81917808219178,1,0.0
114,HODASS Bogdans,Medicine Hat Tigers,lat,2022,1.91,203,18.734246575342464,1,0.0
115,GORSANOVS Daniels,Zemgale Jelgava,lat,2022,1.82,163,19.378082191780823,1,0.0
116,DUKURS Darels,SCL Tigers Langnau,lat,2022,1.82,172,18.671232876712327,1,0.0
117,PURMALIS Peteris,Sioux City Musketeers,lat,2022,1.87,203,18.997260273972604,1,0.0
118,RAVINSKIS Anri,Blainville-Boisbriand Armada,lat,2022,1.87,190,19.01095890410959,1,0.0
119,VILMANIS Sandis,Lulea HF,lat,2022,1.85,192,17.953424657534246,1,0.0
120,BULANS Peteris,HS Riga,lat,2022,1.84,179,16.83013698630137,1,0.0
121,GAVARS Felikss,Fargo Force,lat,2022,1.80,181,19.646575342465752,1,0.0
122,VEINBERGS Klavs,Zemgale Jelgava,lat,2022,1.91,198,18.78082191780822,1,0.0
123,BRUVERIS Bruno,Cedar Rapids Roughriders,lat,2022,1.84,168,19.83013698630137,1,0.0
124,BERZINS Patriks,HK Liepaja,lat,2022,1.86,185,18.353424657534248,1,0.0
125,KEOPPLE Remington,Des Moines Buccaneers,usa,2022,1.88,190,19.797260273972604,1,0.0
126,MOORE Ian,Harvard University,usa,2022,1.91,185,20.005479452054793,1,0.0
127,BEHRENS Sean,University of Denver,usa,2022,1.78,176,18.76986301369863,1,0.0
128,KAISER Wyatt,Univ of Minnesota Duluth,usa,2022,1.82,183,19.435616438356163,1,0.0
129,DURAN Riley,Providence College,usa,2022,1.84,174,19.947945205479453,1,0.0
130,BORDELEAU Thomas,San Jose Sharks,usa,2022,1.78,179,20.008219178082193,1,1.0
131,SAMOSKEVICH Mackie,University of Michigan,usa,2022,1.80,190,19.14246575342466,1,0.0
132,PASTUJOV Sasha,Guelph Storm,usa,2022,1.84,183,18.47945205479452,1,0.0
133,FABER Brock,University of Minnesota,usa,2022,1.84,194,19.375342465753423,2,0.0
134,CORONATO Matthew,Harvard University,usa,2022,1.78,183,19.145205479452056,1,0.0
135,JAMES Dominic,Univ of Minnesota Duluth,usa,2022,1.80,165,19.512328767123286,1,0.0
136,TRUSCOTT Jacob,University of Michigan,usa,2022,1.85,179,19.736986301369864,1,0.0
137,COOLEY Logan,U.S. National U18,usa,2022,1.79,179,17.673972602739727,1,0.0
138,SLAGGERT Landon,University of Notre Dame,usa,2022,1.82,187,19.534246575342465,2,0.0
139,SAVAGE Red,Miami Ohio University,usa,2022,1.80,181,18.646575342465752,1,0.0
140,BERARD Brett,Providence College,usa,2022,1.75,163,19.326027397260273,2,0.0
141,STRAMEL Charlie,U.S. National U18,usa,2022,1.91,216,17.224657534246575,1,0.0
142,KLEVEN Tyler,University of North Dakota,usa,2022,1.93,207,19.98904109589041,2,0.0
143,McKOWN Hunter,Colorado College,usa,2022,1.84,194,19.386301369863013,1,0.0
144,PEART Jack,St. Cloud State University,usa,2022,1.80,190,18.646575342465752,1,0.0
145,OKE Andrew,Saginaw Spirit,usa,2022,1.88,201,17.78082191780822,1,0.0
146,MBEREKO Kaidan,Lincoln Stars,usa,2022,1.80,183,18.443835616438356,1,0.0
147,MAZUR Carter,University of Denver,usa,2022,1.82,181,19.778082191780822,1,0.0
148,HUGHES Luke,University of Michigan,usa,2022,1.88,183,18.326027397260273,1,0.0
149,KNIES Matt,University of Minnesota,usa,2022,1.91,212,19.221917808219178,1,0.0
150,WALLSTEDT Jesper,Lulea HF,swe,2022,1.91,214,19.145205479452056,2,0.0
151,GRANS Helge,Los Angeles Kings,swe,2022,1.91,205,19.660273972602738,1,1.0
152,ANDRAE Emil,HV71 Jonkoping,swe,2022,1.75,187,19.86849315068493,2,0.0
153,OLSSON Anton,Skelleftea AIK,swe,2022,1.84,183,18.945205479452056,1,0.0
154,FORSFJALL Mans,Skelleftea AIK,swe,2022,1.81,183,19.438356164383563,1,0.0
155,EDVINSSON Simon,Detroit Red Wings,swe,2022,1.99,209,18.91780821917808,1,1.0
156,LOOF Leo,Ilves Tampere,swe,2022,1.87,201,19.7013698630137,1,0.0
157,LJUNGMAN Daniel,Rogle Angelholm,swe,2022,1.85,176,19.76164383561644,1,0.0
158,LYSELL Fabian,Vancouver Giants,swe,2022,1.81,176,18.964383561643835,1,0.0
159,JANSSON Ludvig,Sodertalje SK,swe,2022,1.84,176,18.027397260273972,1,0.0
160,STAKKESTAD Ake,Bofors IK Karlskoga,swe,2022,1.82,194,19.676712328767124,1,0.0
161,SJODIN Linus,Rogle Angelholm,swe,2022,1.82,172,19.263013698630136,1,0.0
162,STJERNBORG Victor,Vaxjo Lakers,swe,2022,1.79,203,18.627397260273973,1,0.0
163,SJOBERG Albert,Sodertalje SK,swe,2022,1.84,176,18.802739726027397,1,0.0
164,OLAUSSON Oskar,Barrie Colts,swe,2022,1.87,190,19.156164383561645,2,0.0
165,WALLINDER William,Rogle Angelholm,swe,2022,1.94,201,19.443835616438356,1,0.0
166,ROSEN Isak,Leksands IF,swe,2022,1.80,174,18.813698630136987,1,0.0
167,LEKKERIMAKI Jonathan,Djurgarden Stockholm,swe,2022,1.81,172,17.45205479452055,1,0.0
168,OHGREN Liam,Djurgarden Stockholm,swe,2022,1.85,187,17.93972602739726,1,0.0
169,NIEDERBACH Theodor,Frolunda Gothenburg,swe,2022,1.83,187,19.863013698630137,2,0.0
170,MAGNUSSON Oskar,AIK Stockholm,swe,2022,1.80,168,19.931506849315067,1,0.0
171,TORGERSSON Daniel,Winnipeg Jets,swe,2022,1.92,223,19.945205479452056,1,1.0
172,CLANG Calle,Rogle Angelholm,swe,2022,1.89,190,19.632876712328766,2,0.0
173,LINDBOM Carl,Djurgarden Stockholm,swe,2022,1.85,190,18.632876712328766,1,0.0
174,LUNEMANN Niklas,Kolner Haie,ger,2022,1.90,198,19.695890410958903,1,0.0
175,ELTEN Nils,Iserlohn Roosters,ger,2022,1.88,196,18.56986301369863,1,0.0
176,SZUBER Maksymilian,EHC Red Bull Munich,ger,2022,1.91,203,19.367123287671234,2,0.0
177,HAUF Luca,Edmonton Oil Kings,ger,2022,1.81,185,17.986301369863014,1,0.0
178,HEIGL Nikolaus,Red Bull Hockey Academy,ger,2022,1.78,176,18.96164383561644,1,0.0
179,SAMANSKI Joshua,Straubing Tigers,ger,2022,1.90,201,19.794520547945204,2,0.0
180,VOLEK Justin,Augsburger Panther,ger,2022,1.81,176,19.90958904109589,2,0.0
181,LEONHARDT Danjo,Nuremberg Ice Tigers,ger,2022,1.81,183,19.375342465753423,1,0.0
182,GEIBEL Korbinian,Eisbaren Berlin,ger,2022,1.84,201,19.4986301369863,1,0.0
183,RUTKOWSKI Maciej,Iserlohn Roosters,ger,2022,1.78,181,19.254794520547946,1,0.0
184,MUNZENBERGER Luca,University of Vermont,ger,2022,1.90,198,19.117808219178084,1,0.0
185,DZIAMBOR Arkadiusz,Adler Mannheim,ger,2022,1.87,192,19.931506849315067,1,0.0
186,PROSKE Yannick,Iserlohn Roosters,ger,2022,1.88,185,18.575342465753426,1,0.0
187,EHAM Josef,Dusseldorfer EG,ger,2022,1.83,185,19.44109589041096,1,0.0
188,HANELT Haakon,Gatineau Olympiques,ger,2022,1.83,185,18.6,1,0.0
189,van der LINDE Leon,ESV Kaufbeuren,ger,2022,1.84,183,18.81917808219178,1,0.0
190,del MONTE Ryan,Barrie Colts,ger,2022,1.81,187,18.76164383561644,1,0.0
191,GLOTZL Maximilian,Kolner Haie,ger,2022,1.89,209,19.81095890410959,2,0.0
192,HEIGL Thomas,EHC Red Bull Munich,ger,2022,1.81,181,18.96164383561644,1,0.0
193,BLANK Alexander,Dusseldorfer EG,ger,2022,1.83,187,19.92054794520548,1,0.0
194,SCHWEIGER Markus,ESV Kaufbeuren,ger,2022,1.73,163,19.350684931506848,2,0.0
195,ROSSMY Bennet,Eisbaren Berlin,ger,2022,1.92,209,18.432876712328767,1,0.0
196,KLEIN Adrian,Straubing Tigers,ger,2022,1.90,212,18.2986301369863,1,0.0
197,BUGL Florian,Straubing Tigers,ger,2022,1.80,198,19.649315068493152,2,0.0
198,QUAPP Nikita,Eisbaren Berlin,ger,2022,1.92,203,18.947945205479453,1,0.0
199,HENAUER Andri,SC Bern,sui,2022,1.81,176,19.783561643835615,2,0.0
200,MEILE Nick,SC Bern,sui,2022,1.90,198,17.90958904109589,1,0.0
201,DIONICIO Rodwin,Niagara IceDogs,sui,2022,1.87,205,17.76986301369863,1,0.0
202,CHANTON Giancarlo,Geneve-Servette,sui,2022,1.88,187,19.104109589041094,2,0.0
203,HENRY Joel,GCK Lions Zurich,sui,2022,1.72,161,18.646575342465752,1,0.0
204,KNAK Simon,HC Davos,sui,2022,1.89,201,19.942465753424656,3,0.0
205,DELEMONT Noah,EHC Biel,sui,2022,1.78,170,19.912328767123288,2,0.0
206,NICOLET Kevin,Linkoping HC,sui,2022,1.76,176,18.835616438356166,1,0.0
207,NUSSBAUMER Arno,EV Zug,sui,2022,1.79,157,19.16986301369863,1,0.0
208,ALLENSPACH Dario,EV Zug,sui,2022,1.83,161,19.38082191780822,2,0.0
209,ALGE Mats,SC Rapperswil-Jona,sui,2022,1.79,176,18.71780821917808,1,0.0
210,ZANETTI Brian,Peterborough Petes,sui,2022,1.88,192,18.813698630136987,1,0.0
211,BAECHLER Nicolas,GCK Lions Zurich,sui,2022,1.87,196,18.372602739726027,1,0.0
212,BIASCA Attilio,Halifax Mooseheads,sui,2022,1.85,183,18.805479452054794,2,0.0
213,FAHRNI Joshua,SC Bern,sui,2022,1.81,190,19.21095890410959,1,0.0
214,RITZMANN Fabian,SC Bern,sui,2022,1.92,214,19.975342465753425,1,0.0
215,GRAF Marlon,GCK Lions Zurich,sui,2022,1.76,172,19.126027397260273,1,0.0
216,SIDLER Dario,Lausanne HC,sui,2022,1.71,163,18.59178082191781,1,0.0
217,GARESSUS Lilian,HC Ajoie,sui,2022,1.82,181,18.706849315068492,1,0.0
218,MUGGLI Tim,EV Zug,sui,2022,1.84,179,18.35890410958904,1,0.0
219,DESPONT Vincent,Saint John Sea Dogs,sui,2022,1.89,194,18.87123287671233,1,0.0
220,TAIBEL Jonas,Moncton Wildcats,sui,2022,1.81,183,17.38082191780822,1,0.0
221,STREULE Maximilian,Winnipeg Ice,sui,2022,1.82,179,18.19178082191781,1,0.0
222,PATENAUDE Noah,Saint John Sea Dogs,sui,2022,1.86,187,19.035616438356165,2,0.0
223,PASCHE Kevin,Omaha Lancers,sui,2022,1.78,170,18.893150684931506,1,0.0
224,SOMMER Leon,Black Wings Linz,aut,2022,1.80,165,19.621917808219177,2,0.0
225,MITROVIC Matteo,HTC Nordic Hockey Academy,aut,2022,1.90,181,18.93972602739726,1,0.0
226,HORL Lukas,EC Red Bull Salzburg,aut,2022,1.86,187,18.76164383561644,1,0.0
227,LINDNER Lorenz,KAC Klagenfurt,aut,2022,1.82,194,18.997260273972604,1,0.0
228,REINBACHER David,EHC Kloten,aut,2022,1.89,187,17.197260273972603,1,0.0
229,AUER Luca,EC Red Bull Salzburg,aut,2022,1.87,179,17.471232876712328,1,0.0
230,PREIML Maximillian,KAC Klagenfurt,aut,2022,1.87,190,18.56986301369863,1,0.0
231,HENGELMULLER Maximilian,EC Red Bull Salzburg,aut,2022,1.88,194,19.86849315068493,1,0.0
232,NECESANY Lukas,EC Red Bull Salzburg,aut,2022,1.82,183,18.84109589041096,2,0.0
233,SABLATTNIG Tobias,KAC Klagenfurt,aut,2022,1.83,174,18.649315068493152,1,0.0
234,WALLNER Leon,Sodertalje SK,aut,2022,1.85,192,19.517808219178082,2,0.0
235,GEIFES Tim,VSV Villach,aut,2022,1.87,176,18.775342465753425,1,0.0
236,van EE Finn,KAC Klagenfurt,aut,2022,1.82,183,18.983561643835618,2,0.0
237,TIALLER Christoph,KAC Klagenfurt,aut,2022,1.82,172,18.93972602739726,1,0.0
238,PEETERS Senna,HC Innsbruck,aut,2022,1.85,192,19.564383561643837,2,0.0
239,URBANEK Martin,VSV Villach,aut,2022,1.73,170,19.665753424657535,1,0.0
240,KRAMER Nico,KAC Klagenfurt,aut,2022,1.84,201,18.824657534246576,1,0.0
241,LACKNER Moritz,Stanstead College,aut,2022,1.93,201,17.9013698630137,1,0.0
242,MAIER Oskar,EC Red Bull Salzburg,aut,2022,1.78,168,19.91780821917808,1,0.0
243,DOBNIG Jonas,New Jersey Rockets,aut,2022,1.82,172,17.824657534246576,1,0.0
244,THALER Lucas,EC Red Bull Salzburg,aut,2022,1.80,168,19.958904109589042,2,0.0
245,WERNICKE Janick,HTC Nordic Hockey Academy,aut,2022,1.85,176,18.095890410958905,1,0.0
246,SCHERZER Ian,Rogle Angelholm,aut,2022,1.81,181,16.50958904109589,1,0.0
247,PFARRMAIER Thomas,EC Red Bull Salzburg,aut,2022,1.79,154,18.958904109589042,1,0.0
248,WRANESCHITZ Sebastian,Tri City Storm,aut,2022,1.82,181,19.838356164383562,2,0.0
0,MILIC Thomas,Seattle Thunderbirds,can,2023,1.85,176,19.731506849315068,1,0.0
1,ALLAN Nolan,Seattle Thunderbirds,can,2023,1.88,194,19.693150684931506,1,0.0
2,ZELLWEGER Olen,Everett Silvertips,can,2023,1.80,183,19.323287671232876,2,0.0
3,HINDS Tyson,Sherbrooke Phoenix,can,2023,1.91,187,19.82191780821918,1,0.0
4,CLARKE Brandt,Los Angeles Kings,can,2023,1.88,185,19.90684931506849,1,1.0
5,OTHMANN Brennan,Peterborough Petes,can,2023,1.83,181,20.002739726027396,2,0.0
6,BECK Owen,Mississauga Steelheads,can,2023,1.80,190,18.923287671232877,1,0.0
7,ROY Joshua,Sherbrooke Phoenix,can,2023,1.83,192,19.41917808219178,2,0.0
8,STANKOVEN Logan,Kamloops Blazers,can,2023,1.73,170,19.86027397260274,2,0.0
9,GUENTHER Dylan,Arizona Coyotes,can,2023,1.88,174,19.742465753424657,1,1.0
10,SCHAEFER Reid,Seattle Thunderbirds,can,2023,1.93,218,19.293150684931508,1,0.0
11,DEAN Zach,Gatineau Olympiques,can,2023,1.83,192,20.005479452054793,1,0.0
12,WRIGHT Shane,Seattle Kraken,can,2023,1.83,192,19.002739726027396,1,1.0
13,BEDARD Connor,Regina Pats,can,2023,1.77,185,17.471232876712328,2,0.0
14,BANKIER Caedan,Kamloops Blazers,can,2023,1.88,190,19.945205479452056,1,0.0
15,FANTILLI Adam,University of Michigan,can,2023,1.88,194,18.232876712328768,1,0.0
16,OSTAPCHUK Zack,Vancouver Giants,can,2023,1.91,198,19.60821917808219,2,0.0
17,GAUCHER Nathan,Quebec Remparts,can,2023,1.91,207,19.167123287671235,2,0.0
18,del MASTRO Ethan,Mississauga Steelheads,can,2023,1.93,205,19.975342465753425,2,0.0
19,KORCHINSKI Kevin,Seattle Thunderbirds,can,2023,1.91,185,18.542465753424658,1,0.0
20,MATIER Jack,Ottawa 67s,can,2023,1.93,203,19.747945205479454,1,0.0
21,GAUDREAU Benjamin,Sarnia Sting,can,2023,1.88,170,19.986301369863014,1,0.0
22,BLOMQUIST Ian,Vasteras IK,swe,2023,1.88,185,19.775342465753425,1,0.0
23,PETTERSSON Elias,Orebro HK,swe,2023,1.89,174,18.887671232876713,1,0.0
24,SANDIN PELLIKKA Axel,Skelleftea AIK,swe,2023,1.80,181,17.82191780821918,1,0.0
25,SJOHOLM Victor,HV71 Jonkoping,swe,2023,1.75,179,19.4986301369863,1,0.0
26,ODELIUS Calle,Djurgarden Stockholm,swe,2023,1.85,185,18.602739726027398,1,0.0
27,ENGSTROM Adam,Rogle Angelholm,swe,2023,1.87,190,19.136986301369863,1,0.0
28,JANSSON Ludvig,Sodertalje SK,swe,2023,1.83,176,19.027397260273972,2,0.0
29,WAGNER Fabian,Linkoping HC,swe,2023,1.83,176,18.665753424657535,1,0.0
30,LYSELL Fabian,Boston Bruins,swe,2023,1.81,176,19.964383561643835,2,1.0
31,OSTLUND Noah,Djurgarden Stockholm,swe,2023,1.79,165,18.824657534246576,1,0.0
32,NOREN Jakob,MoDo Ornskoldsvik,swe,2023,1.76,170,18.361643835616437,1,0.0
33,BYSTEDT Filip,Linkoping HC,swe,2023,1.93,198,18.92054794520548,1,0.0
34,ROSEN Isak,Buffalo Sabres,swe,2023,1.80,174,19.813698630136987,2,1.0
35,OHGREN Liam,Djurgarden Stockholm,swe,2023,1.85,196,18.93972602739726,2,0.0
36,CARLSSON Leo,Orebro HK,swe,2023,1.88,185,18.027397260273972,1,0.0
37,STROMGREN William,Brynas Gavle,swe,2023,1.91,181,19.583561643835615,1,0.0
38,LEKKERIMAKI Jonathan,Djurgarden Stockholm,swe,2023,1.81,172,18.45205479452055,2,0.0
39,OSCARSON Milton,Orebro HK,swe,2023,1.98,216,19.882191780821916,1,0.0
40,STJERNBORG Victor,Vaxjo Lakers,swe,2023,1.79,203,19.627397260273973,2,0.0
41,PETTERSSON Oskar,Rogle Angelholm,swe,2023,1.88,198,18.92054794520548,1,0.0
42,ROBERTSSON Simon,Skelleftea AIK,swe,2023,1.83,190,19.91780821917808,1,0.0
43,BRANNMAN Marcus,Dubuque Fighting Saints,swe,2023,1.84,172,19.753424657534246,1,0.0
44,LINDBOM Carl,Djurgarden Stockholm,swe,2023,1.85,190,19.632876712328766,2,0.0
45,KRAL Daniel,Bili Tygri Liberec,cze,2023,1.90,176,19.427397260273974,1,0.0
46,SPACEK David,Sherbrooke Phoenix,cze,2023,1.83,176,19.882191780821916,2,0.0
47,TICHACEK Jiri,Rytiri Kladno,cze,2023,1.75,170,19.934246575342467,2,0.0
48,JIRICEK David,Cleveland Monsters,cze,2023,1.91,187,19.106849315068494,3,0.0
49,CECH Ales,Karpat Oulu,cze,2023,1.89,192,18.5972602739726,2,0.0
50,MORAVEC David,Halifax Mooseheads,cze,2023,1.83,183,19.301369863013697,1,0.0
51,HAMARA Tomas,Kitchener Rangers,cze,2023,1.82,185,18.827397260273973,2,0.0
52,MECHURA Adam,Tri-City Americans,cze,2023,1.94,198,19.931506849315067,2,0.0
53,BRABENEC Jakub,Charlottetown Islanders,cze,2023,1.87,176,19.32054794520548,1,0.0
54,SVOZIL Stanislav,Regina Pats,cze,2023,1.84,179,19.96986301369863,3,0.0
55,KOS Jakub,Ilves Tampere,cze,2023,1.90,187,19.605479452054794,2,0.0
56,MARCEL Marcel,Gatineau Olympiques,cze,2023,1.94,216,19.183561643835617,1,0.0
57,HAUSER Petr,Sparta Prague,cze,2023,1.90,201,19.2986301369863,2,0.0
58,MENSIK Matous,HC Olomouc,cze,2023,1.88,205,19.46849315068493,2,0.0
59,SAPOUSEK Robin,HC Karlovy Vary,cze,2023,1.85,148,18.82191780821918,1,0.0
60,CHMELAR Jaroslav,Providence College,cze,2023,1.94,198,19.465753424657535,2,0.0
61,SAPOVALIV Matyas,Saginaw Spirit,cze,2023,1.92,190,18.898630136986302,2,0.0
62,KULICH Jiri,Rochester Americans,cze,2023,1.82,172,18.72876712328767,2,0.0
63,RYSAVY Martin,Moose Jaw Warriors,cze,2023,1.90,209,19.838356164383562,2,0.0
64,SZTURC Gabriel,Kelowna Rockets,cze,2023,1.79,176,19.284931506849315,2,0.0
65,SALE Eduard,Kometa Brno,cze,2023,1.85,165,17.824657534246576,1,0.0
66,SATNY Oliver,Cape Breton Eagles,cze,2023,1.85,174,19.427397260273974,1,0.0
67,SUCHANEK Tomas,Tri-City Americans,cze,2023,1.85,170,19.687671232876713,2,0.0
68,BABULIS Rihards,EC Bad Nauheim,ger,2023,1.82,163,19.802739726027397,1,0.0
69,BETTAHAR Rayan,Eisbaren Berlin,ger,2023,1.87,203,18.87123287671233,1,0.0
70,SINN Philip,Red Bull Hockey Juniors,ger,2023,1.88,187,18.980821917808218,1,0.0
71,ELTEN Nils,Iserlohn Roosters,ger,2023,1.88,176,19.56986301369863,2,0.0
72,KRENING Philipp,Red Bull Hockey Juniors,ger,2023,1.84,176,18.698630136986303,1,0.0
73,van der LINDE Leon,ESV Kaufbeuren,ger,2023,1.83,181,19.81917808219178,2,0.0
74,HEIGL Nikolaus,Red Bull Hockey Juniors,ger,2023,1.78,179,19.96164383561644,2,0.0
75,BADER Quirin,Red Bull Hockey Juniors,ger,2023,1.78,165,19.684931506849313,1,0.0
76,ROSSMY Bennet,Eisbaren Berlin,ger,2023,1.92,212,19.432876712328767,2,0.0
77,CIMMERMAN Sebastian,EHC Red Bull Munich,ger,2023,1.78,181,19.893150684931506,1,0.0
78,HAUF Luca,Edmonton Oil Kings,ger,2023,1.81,192,18.986301369863014,2,0.0
79,LUTZ Julian,EHC Red Bull Munich,ger,2023,1.89,192,18.852054794520548,1,0.0
80,HORDLER Eric,Eisbaren Berlin,ger,2023,1.86,176,18.405479452054795,1,0.0
81,OSWALD Veit,EHC Red Bull Munich,ger,2023,1.86,172,18.34794520547945,1,0.0
82,del MONTE Ryan,London Knights,ger,2023,1.80,181,19.76164383561644,2,0.0
83,BIDOUL Philipp,ESV Kaufbeuren,ger,2023,1.83,179,19.627397260273973,1,0.0
84,HEIGL Thomas,Red Bull Hockey Juniors,ger,2023,1.81,183,19.96164383561644,2,0.0
